genotype,day,fly,fly_id,alpha,beta,p0,log_alpha,log_beta,logit_p0,chamber_id,fly_id_64,var,exp_name,date,jumpdata
GD,21,36,45,0.2187758411125,0.2631100151625,0.596493718375,-1.5197076299213068,-1.3351830256683632,0.3908766552451353,9,45,1,1967mb,2024-03-19,110110011100110000000101010110010010000111001000110000000000010000100100001010111110010001100000001001000000011000000001100100000000101000010100000001111011110000101001000110011000001001111010000001000101111011100000010100010101101010000000000100001010001101100000001000000010001010000000010000010010010010000000100000101001000000011101000000000001000001000001010110100000001100110010101000000010000011110001010100100000100010001000101100110110010000001010010011000111000001100000110001101010100000100110100001000001000001000101100011010010000100001010100010100100001001000000000000000001001000011000100000001000000010110100100110000100010010000010000001010101100000100100010001000000010100001000010001001101000100100000111000100000110010001000001010100011001000000000001010010010000000101000100000011000011110000010100110101110000000000001000000000101110110000010100101010010100000010001010010000101001100000100010010110000101000000100011000001101010111000000000000001000010000010000000101000110010000111011011100010110111010111011001011111100001110
GD,21,37,46,0.2084960416625,0.26518499489999997,0.7355308947499999,-1.5678352227556294,-1.3273276025878984,1.0228681041295058,10,46,1,1967mb,2024-03-19,110011110110010001101000000000100111010001000101001000111010000010010001001110000111011000010110010100111101010000111011011000000000111010010100001100110000111101011111000100000000101111110001000101011000011010000100100000000100101000011000011110010000000000001000001000110010110000000011111000000110101011000110001000101000110001100000000011111010001100011000100011111111010011000101011000000000011111111110110000000000000001000010101001110100110100000001000000010111111100101010010000000000110010010011011000000000000011100001001001000000011111010011000000100000100100000010000001100100000000000000101110100100000000110110001100001000000001011001001010001000000000110000000010000000000000100011000000001001110010110001010010001010000010100001111101010101000000010010011000110000000101001100000100111011101011010100010101101000101010000000010011000000010000000100100000101000101010100000001100001000010100101010101100000000011101000000000001010000000010011001100110000000000000000000101000000000010011111111111101110001011010010110100111111111101111
GD,21,38,47,0.26373900944758755,0.46324319750787496,0.04133415821750001,-1.3327952654009938,-0.7695030982032203,-3.143853336110257,11,47,1,1967mb,2024-03-19,000000000000000000000000000000000000000000000111000000000000000001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
GD,21,39,48,0.07093200518750001,0.3215247975875,0.482857059,-2.6460335342184833,-1.1346806073691007,-0.06859865216608947,12,48,1,1967mb,2024-03-19,110000001000000000000100100000000000110000000010000011100000000000011000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000010000000000100000000000000000000000000000010001000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000001000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000010000000010000000000101110000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101110000001000000100000101100010000010010000110
GD,21,40,49,0.1878527017375,0.2755889086875,0.32632749875,-1.6720971246461016,-1.288844984892295,-0.7248426151441038,21,49,1,1967mb,2024-03-19,000000000000000000000000101010010101000000000000000000000000000001000100000110000000000010000000100000000000010000000000000100000000000010000000000000000000010011010100001000000010000000000010000100011000000000110000000000001000000000000000000000000000000000010100000100000000010000000010000000100100000001000000000000000010001000001000000000101000000000000000000001000000000001100001000000001000000001110000101110000000000100110001000000000000001000000000000100000000000000001000000000010010000100100000100010011100000000000000000000110000000000101000010000100100010001000011000000101000000000000000110011000100100000000000100010000000000000000000000000000000000001001000001100000000000000000000000110000000000000000100000000000001000000000000010000000000100000000000000000000000000000000000000000001010000010110000000000000000000000000000001000100010000010000000001000010001000000001000000000011000000000000000101101000000000100010000000000000001000000000001000000000000110000110000000000000000000001101001000010010000010000000101000101000011000000
GD,21,41,50,0.14523360683750003,0.1532390196625,0.6048891708749999,-1.9294117513234363,-1.8757563565696562,0.4258789470042014,22,50,1,1967mb,2024-03-19,111110111101000000111001000001101110100100000010000001111111000100001010001000000000001101000100110101100010000110100100000000100110010010000000011010110010100000110101010110101000011101011000000101011101101111010101000001011001000111000110110000000100000010110011010001000001011010010000010000000100000111110100100101010010000110001000000000100000000000000010110111000110100000000000010000101111100110011000100101000101000111100000100101110010001011000000001000000001000000001000110011000001000000000000000001000100100000000100000110001000000000010101100000110111101111000000000000001011011110111010101000001010001101111101010000000000010110001010000110000010010001100100000001010111000000000110100001000010100100011001001000010000010100110100000010010010001101001000001000000011100010100110000000001100011011000010001111011000000001001000011101110001000000110000010001101001001001100000001000000000100110101111010110001100000010000100000001100000010001001100000010111000000101000110011000010011000001111001110110100101001100110111101001100011110101
GD,21,42,51,0.1283023126375,0.5360790262,0.23248610595,-2.053365982289172,-0.623473691838794,-1.1943261184073268,23,51,1,1967mb,2024-03-19,010000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100011101000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100001000100100000000000000000000000000100
GD,21,43,52,0.1486506144675,0.23729789031249998,0.2790047803375,-1.9061565958936981,-1.4384390059613128,-0.949403591613123,24,52,1,1967mb,2024-03-19,100001010011100000010000000000000010000000000000000000000000000100000000001000000000000000001000100000001000001000001100000000000000000000000100000000000000001000100000000000000010000000000000000010000100010010000001000100100000000000101010000000001010000010000000001001000000101000101000000000101010000000010000000000000000000000000000100000000100100000000000000000000000001000100010000001001000000001000010000000001000010000100100000000000000001000010000010000000000000000000000000000000000000000000000100000100010000000001001000001000000000000001000000000000010001100000000000000000000000001100000000001000100000000000000001000000000000000000000000000000000000011000010000100010000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000100000000000000010000000000000000000000001000010000000000010000000010100000000000000000000000000000010000000000000000000000000000001000001000000000011001100000000000000001000000000000000000000000000000000000010000111100010010100000101000100000000010000100000
GD,21,44,53,0.12639501595,0.20388195904999998,0.5726641191249999,-2.0683432288221097,-1.5902140847179282,0.292729055026129,17,53,1,1967mb,2024-03-19,110111101000100111011100001001000001011001000000000101100000111000110010000001000000000001000000000000000101000100001001100001000010000000000010000001000000111000000011010001000000000010000100101000101010011010000000000000010000000010000011000001000100000011001100010000100000000000000100000000000010010000100000000000011000001100000000000000000000100010000000000000000001000000000000000001000010000011001000100100011101110000000000100010000000000000100001001000000000010000000010100100100000000000010001000000100001001000010000010101100000000000000010010010000000000010101010001010010010000000001000110100000000000000000001110000010000001000000001000001001000000100100010000100000000010000000100001000000000010000000001100100010000000000000111000010000000010000011000010000000001000000101000001000000110101000010100001100100000001000000010000010010100000100001100000000000000000000000000100000001100010000010000000100000000001000000000000101100000000000011010000000010010000000100000000000100010000000111110100000010110101101001101110011001001101110
GD,21,45,54,0.510703872295875,0.19302702092101248,0.0628286815125,-0.6719653630273942,-1.6449250951049195,-2.70245442156346,18,54,1,1967mb,2024-03-19,000000000010000001010000000000000000000000000001000000001000000100000000000001000000000001100000010100110000000000000001000000000000000000000000000100000101000100000000000000000000000000000000000000000000000001000000000000001000000000000000000001100000000000000000100000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010010000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000011000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000010010000100000000000010000000000000000000000000000000100000000000000000001000000000000100100001000000000000000000000000100100000000000000000000000000000000000100000000000000100000000000000000000011000000000000000000000000000000010000000000000000000000000000000000000000000000000
GD,21,46,55,0.22535819930999998,0.235094055801875,0.33744620875,-1.4900641457281576,-1.447769607456836,-0.674695632775393,19,55,1,1967mb,2024-03-19,010101100000001000000001010000000010011100000000110011000000100000000000000011101000000100000110100111010000010000011000100000100000000101000000111000000000110000000000000000000000000000000000000001001100001101110000000100000000100000000011100001000000000101011110010000001000100010100010011000000000000001000000010110000001000000000001000000000000000000001001000100001011000010000000000100000000000110000011000000000000000000000000000010000001000000000000000000001000000100010000000100000000000000110000111000100000000010100100010000100000000000011001000000000010001000110010011000000000000000000010010100000101100100100100000100100000101010000100000000001100001000000010000010000010000100000000000001010000000010100100010100001111000000000100100000001000001000000000000000000000001001000000000100000000010110000000110000000000000000000000001000101100000000000000001010000000000001001000000100000000010111001100001010000001000100000000001010000000000000000000000000000000100000000100000001011010000000000000010000010001011000111000001110011000100010
GD,21,47,56,0.0504148305125,0.101851719325,0.4051198265,-2.987469890989282,-2.284237255499423,-0.384177104940999,20,56,1,1967mb,2024-03-19,110100100000100000111000000000000000000000000000000000101000000000000000000000000100001010000000000000000000100001000000010000000100000000001000010000000000010000000001000000000000000000000000000000001111100100000001000011010011100000000000000000000000000000000000000000000000000010000001000000000000000001000000000000000000000000100000000000000000100000000000000000000000000100100000000000000000001000000000000101100001000000000000001000000000000001000000010000000000000000000000100000001000000000010000000000000000000010000100000000000000010000000000000000000000000000000000000000001000000000011001000110010000000000000000000000000000100110010001000000000000000010001000000010000010000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000010010011000000000001011100000011000111111100001000000000000000000000000000000000000000101000000010100000000100100000010010001000001000000000000000001001000100000011000010100000001000000010000000001000000000000000000000001000101010100001000110100001000100010011110100
GD,21,48,57,0.35489610621275,0.29919413130125,0.6723287313749999,-1.0359301908952274,-1.206662647709044,0.7187365284914053,29,57,1,1967mb,2024-03-19,101100101000011100110110011110110010110101101101011001010011101000011110110111111110110011111010111101010010111001011010000000010000000001000110011101010111100100000100111010000000011000000010001000011110110011101101000101110110100001101011110110111101000010010101001010111100100101011110101111001100000001111011100100111111100000000000011011100101101011010010101011000000111101010010010000001010001010000010101111001101010001110110110111111111101100110010100100001000100011001110101111000010001000010000100111110100010011011000011101000001001000011110110100011100001100011101101011010001111000001000100011111011101010001001101011101010101011001010111111100101111110100101101100110011011111011101010100001010001010111111101001001011001001101101010000110001011000001000000001110111110110010000110000111110110111011100100000010101000011001010010000000110010001000101011000101001011110000101001011010000010010101011100110111111110101101110100111110101010111100001101100001011010010100000000001010110100111011011111100101110011110110111101010111111111010
GD,21,49,59,0.13190816545,0.12111167767500002,0.795730434375,-2.025649314806527,-2.1110422030556504,1.3598199565208033,31,59,1,1967mb,2024-03-19,101100111111111011011100000000000101101100001111001011001011011010101111011101100111111000001001100011000000000100110010111011101000001101000001110101010101100111101110010000001010101110010011010010001010111100111000001101000011000101111111000000011101111001000001111100010111000010000010010010010001100111011111111001111110100101111000001010010101011011111000011111000001000001110001111101001010111100110111111111011001101111011010000111110001010001001100000101011011010110000010001110111101111101001010100010000010111010111110101011111100110001000000110010000110100110000010110100000000011001110110111110101001101111010111110011011101000010001111110010000111000010101010010000010001000001111111011000100000010000000001110011001001110000111010010001001001001000110010111010111011001000111101011000100111101101010111000000100111010000000011011010000111101000000010011110011111101011101011011010101011000010000000000000100101110000110111000000110100001100001101111101010010001011000110101111101000010011111111111111101111111111110100010111110111111111
GD,21,50,60,0.1499567528125,0.1770452651625,0.692199108875,-1.8974083410398546,-1.7313498437216706,0.8104205272760626,32,60,1,1967mb,2024-03-19,111000101010010010000000000111010001010000000011110000001101000000000100101010111001010011010000010010111001000010001011000010000001101000110010100000000010000110000101101000011100000000110010000110011111110111010111000001111100101000000110101100000000000100010000000010101001000001000010110000000111000000111101110000110011110000001101001000001000010000100000001000000000000101000110000100010111001011111010100000100001010100011100001001001010000111000000100000010110011000111000000011100110100110001100010000000000110000000010000000011110010000000001000000000000000010011100001000000100100110001001010111111010010100101001000000100000100000110001000100011000000101010001000010110000000010001100000000000001001001000000100000000001011010101100100011100110010000101101000100000001110101001011000000001111101010000000010000000101010000101101000011101001000000011100001010110101110111000001110010000001110100111100000000110110101010100010011000000010000000110101000001010101110110000001100000000110110111110110111100111011111010111111001100000100001011
GD,21,51,61,0.08745401543749999,0.19811495111250002,0.497564853875,-2.4366421616191327,-1.6189078555738,-0.009740661515828232,25,61,1,1967mb,2024-03-19,110111001000100000010100011001000000000000000000000000001000010100100001001001000000000000101000001000000001000000000000000000000000000000100000000000000000000000000000000000000000010001000001010000001101100000000000000000000000000001000010000000000000001001000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001010100000000000000000000000000000000000000000000010000010000000100000100000100000010000000000110000000000000000000000000000000000000000000100000000000000000010001100001000010100000000000001010100000001000000010000000000000000000001000000000010110101010000000010101000001000000000100001000001000000000001010000000100000000000100000000000001000100000001000001000000000000000000000000001001000100000000001001000100000000000000000000000000000000110000001001001000000000000010000000000000000000000000000100000001000000000010000000000000000000000000000010000001011000000000000000000000000001000000000000000100000000000010000000000010000010000001011100000110110001100001011000010111000101000011010
GD,21,52,62,0.05339299863,0.0507501149875,0.722758763875,-2.9300756534096437,-2.9808413952992603,0.9581874908361269,26,62,1,1967mb,2024-03-19,110101111111010010111010111111100000110111001010110001000111101111111001000000000101111100000110100001001110101000111011000000011110001100001000000001100110000000010110000111000101110100000010100110111011111110111111111101010001010000111101111011111101010111000110000000001000001111110100001111110000000000000111000001101000100000011111111000010001100001000100101000001010110101001100000011100010111110010001110111100110100000100010111000110100001101111000001001000101111101011100111011010100100011100001001001101000010000000001100000110000000011101101100010010101000101000010010000010011011011001111110001110111001001001000000010000000111110100000111010101001111110100011010000101000010000000110010101111000000100110001000010001011000000100100010111100000010110100001001010010001010010111010100000001011101110100110101111111100001010010000110000011110000001101101000010100000110101010000000001101110100010011111111111110010001010000000000011100100000110000010000101001011000010011000001000101010000011001011011011111011110111110011110111001111111111
GD,21,53,63,0.03377768661249999,0.0842626762875,0.7203352622499999,-3.3879548538878166,-2.4738162606819376,0.9461252250701246,27,63,1,1967mb,2024-03-19,111110011101110001110100011011011010000000001100000000000100000001000100000001000110001000000000000000011010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000111001011100000101011010000100000000100000000010001000000011000000011000000000011000000000000000000000000000000000000000000000000000000000000001000011000001000000100000000000000000010000000000001000000011101110000110000000100000001000000000000010000010000110001000000011110001000000011001000000000000000000000000001000000000000000000000000000000000000010100010000000000010000000000000001010000000010000110101100010110001000011100000000000010000001010000010000000000000000000001010000000010000000000000000000000000000000000000000000010000000000001000000000000001001010000000010000000001001100001001111001111001111000110010001000000101000101000001000001000100001000000000000000011101100001000000000000000000000000000000000000000000100000000000001000010000000000111010000000000000000000000011100010100001011111111011111010001010000011110011111110000101010
GD,21,54,64,0.0852755512375,0.07529377550000001,0.789835088125,-2.461867486464958,-2.58635781027564,1.3239316572832378,28,64,1,1967mb,2024-03-19,111101011110101111111110010011001000010000000101100100001001000110111110100010011100001000011111100111011111101010010000111110110011000011110001100110000100011010000110101100111010011001100000100100010110001010111011101111011110111100011011001000010100001010011100011110011110101010100000000010100000011010011001000001001000111111100011010110011010111111111111100001110001010010000101110001000100001110111011111101011101001101110101010110011001010101010110100100001011011101011110011000100001110111001010000111110000000111011001010100010110110001001111110110001011101101011011100100101111011011011100111111101101011011010010001100011000100011011001111010010110100101010101010100100000101110110110000011110010111100011011001110101001010001110000000000000100000001010000001001100010000000101101011100010011111010100101101101111100011111101001100000001110010101011111100000010101010001000010010111101110110111001001110011000001001000010001111011110001101011010100111000100111001000110010000010010000101011110111111111010111111111101111111011111111110010
GD,21,55,65,0.08303559856500001,0.10089382143625,0.800230799625,-2.4884858647626618,-2.293686588024243,1.3877374835366973,5,1,2,2099mb,2024-04-04,111111010110011010010111110111001111110001011110100000100000110000001000000101011111110011111111000000010100001110111100000010100001000000000100000011000000000000000001000101010111110000000001010000001101100111110100010010000000101001000000100010110101011101111101001000000010011000010011111100100000001100100000000100000100001011010010101000001000011001000011011110100100000111100000111111110000000111111011001000010010011011100011000010010110000001000100001101111111000001110100000100111000110000000001100000000101011011000000000001011010010010000110000000000010111100000111100000001001000000000000111011101110000101100000101111000010101010011000011010011100010100010000000011111111011100000100001011011000010111100110000101100001000011111010010000101001001000011101000000001011101000000000001010001111111101111011100001000100010000101011000011111000100000110100101111100001111111000011000000011110110110010000100010100011000010000101000000101110010000000000000000000000000000000000000000000000000010111111111110011110011111101011011101001111111110
GD,21,56,66,0.26669781135875,0.502090951685125,0.0948536790125,-1.3216390542067311,-0.6889739970456509,-2.2557611279602985,6,2,2,2099mb,2024-04-04,100000000000000000000000000000000000100000000010000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000010010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010010000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000001000000001000000000000000000
GD,21,57,67,0.10361684962499998,0.1636802383125,0.6308380593749999,-2.2670553212134417,-1.8098405208139714,0.5358137771086563,7,3,2,2099mb,2024-04-04,110111110110111110000100000000011001010000010000000000001010100000000101010000000010101000000100011111010000000000100001010100000010100010000010000000001111000010010100000000100100101110010000010000001000111011000000010000000000010000000001000000010000001010000000001100000001000000100100000000010000000000110010100100110100010000000100000000100000000001111000001001000001000000100000000000010010010011100110110101000010001000000010000000000000000000000010001010000000110000100010001000011101000011011000000001000100100010000000100000000000010100100000000000000100101000001000110000010000101010000000110100110010000001000000001010000100000110000000000000000000000000000000000001000000000000011010001000000100010000100000000000110000001110001010100000110001000000000000000000000000101001011010000000001000100010110000000000101000001000001100100000001010101101000010000000000001000000000001100000000000000000000010000000000000011000000010000001001010001000000000000000101000000101100000000000001001000011111100110111001001001100010111001100100110110111
GD,21,58,69,0.08803854960000002,0.1394851093875,0.6641761225,-2.429980496789429,-1.9697974261600641,0.6819605106053976,1,5,2,2099mb,2024-04-04,011111010000100010100000110100101000000010010110100100100010000000001100000110011000000001000100000101000001011110000100010000000000000011101010000000000001000001000000000001000000000001011000110011001111110111001110000000010000000000000000000000100001000000111000001010001110000000000001001000000010100000000000000000011010000110000000101010000010000000000100111111101000000001000000000000001000000011111110000001000111001000000000000001011010011000000100010000000011100100000000001000110011000010000010010100000010101000000001000001010001000001010100000100000000000010000001011000100010000000000000110110011110000101000010000000010001010001000000000000000000010010100100110100000000000010000000010000000000000001001000010000000000000010001101010000000101001000000000100010010000000010000000100000101110101011001100001000000000001000100100000000100000000000000000000000010001000101011000101000010000100101101000000000000000000000000000000000000000000100001001010100100000001110000110010000010001000011001100001000010110100101101111010111100010011011
GD,21,59,70,0.11728748478750001,0.13062543573749996,0.70177264825,-2.143127223068631,-2.035421320479152,0.8557533677177831,2,6,2,2099mb,2024-04-04,111010110110011010101110110010101110110001010010000010100100100001000000001000000001001010000001000100101000001100001101001011000101010000101001010001010110001000000001000101101010100001100000000000001011111000111011001001001000000000011010000000100001100000000100001001110110010000010011001000100000101110010011110001100011010000001000110100000101000001100000000110101001000101110000000010010010010111110111110001010001011000001000010011001101011101110001101010000010101000000001000001000000100101010000100100001100111010000011000000010000001001000100001010001100011010000000001000000000000010101011110101001010101000010000001001010111010000000000111011010001010011000100110110110000000110010100100101011000000010000100001000010110010010000110000100101110010010001000000010000000001101000100101110010101010111010001110101000010100100001000000101011000010011111000110101101001101110101010111001100110010010001010011101100010011100000010110101000001010000111000000100001100000010101100011011110100000011011001110111111111011100111101001010110011111001
GD,21,60,72,0.07336426869375001,0.07921910889375,0.408770548375,-2.612318264425956,-2.535537735352641,-0.3690501928778541,4,8,2,2099mb,2024-04-04,001010011000100101011100000000010101000001001000010001001100001000001000111110000010001001101100000000000001111000010000000101001000001000001000000001101000000100000000000000110010000100001000000000000100000010011000011010000100100000010000010000000010000000010111000000000010000000010000100000011010100010000000000000000000000100000001000000000001000000000000000000001001001010000001100010000000000010101110111000101011011100000101001011000000000000000001000000000001001010101000100000001000000100000111100001001100000011000000000000000000010001101010001000011100000011000000000001101010010001000000000000011100000010010000100000000000000001001000000000000010010000000000000110000000000000000000000010001101000100010001101101000000110110000001000000101000100000000000000100100000111000000111010000000010101100011000001100010010000000000000110000000100100000000110001000100000000001010000000000000000010000001000000000000010011000100000100000000000000000100001011001000000000000010000000001000000010000001111001001001001100001111100100000010001010100
GD,21,61,73,0.38780001718749996,0.6138968964875,0.4195901283749999,-0.9472654918530606,-0.4879282859654396,-0.32445617920825454,13,9,2,2099mb,2024-04-04,001100000000000001010010001001000110000100100100000000010000010000001000001010100000010010010000100000100000110100100010101100011000000100010000100000101000000000000000100000000000010110011100001000000010100010010000101011011010010010010001010000001010110000100100010000001000001000100001000000010000010001000100100101000000010000000000100000100100010100000000011000000001000010000000000000000000010011000000001010000000000000110101000000000100000000001000000000000000100000010000000101000010111000000000010000000000001000110010000000010000000000000000000000000000000100001100001000000000010000100100100000010000000000000000000000000000000000000000000001000100000001000000000001000000000000000000000010000000000000000000000000000000001001000000000000001011010000000000000010000010100000000001000000000000000000000000000011000000000000100000000100100000100000001010100000000000000000000000010000000000000000000000000000000000000100000001001010001000000010000000000000010010101001001001100000000100000101011000011010101000111000000011101100011101011000
GD,21,62,74,0.236994656325,0.27708346716250004,0.690754794125,-1.4397176852530955,-1.2834364926878181,0.8036503955154942,14,10,2,2099mb,2024-04-04,010010111000000000010011000000010101111011001000101010001000100000001110010111110000110000000000111000001000001000010101001100000000110000000001000100111001010010000100001110010000001010110000001100001101010010001101001000000001100000110001001000000000000000010011011100000001000110000000001010000101011001000010100000000110010100101111101000100100000000000011100000010000001010001010000111001001000011010010101110101000110101001110101110101001000001010100101101000100101001010110010110101010000001100111010101111010001001111100110110100011110000110000011001100010000000001010001010111100100110100000001101011100100101001010010101000011011111100000100000001000100100000000000000001000010001110011001010000100100001000000000111101011111100000110100110000010000010011010011011010000000010010100011000100111010110101000010101010101101100010001100100010010000101010100010000010000001000101001000001100001001010010110000110001100000000110011010100001101000010010001100001000011001010110000101010000010010011010110111111111110110100111111111010010011111011
GD,21,63,75,0.09930694797499999,0.1209195533375,0.6356973758750001,-2.309539740842007,-2.112629802945549,0.5567377188175133,15,11,2,2099mb,2024-04-04,110110110101000001001011111001000100001000001000101011011011000000000000100000000111001010101000001000001110000000000001010001101110101001010101010001100100100100010111000101000000000001001000000001011111101010100010110010101011000000000001000000111010100010010010000000000001110100100101010010000000101001000010010010000110000001001000000000010010000000101000000000001000000000100010000000010000100101100010111100000000000000000010000000000001010000010001000101100010000101011010000101101100010100110000100000011000000111000000000000000101110100100010000100100100000001000010000100010000100101000000101111001110000101101000000001011100101101010000000000000000000000100000001010101010101001000000000110010111010111000010100010000001010010100001010101101000000000000000000000100011001010010000010000011010001001110110101100011011100001110000101011000110000000010100000011000000100000010010101001000101010000100100000100100110000011001000101100000000010000000001001000000000100001000101111000000010001010101101100110100111110010100110110010111101100111
GD,21,64,76,0.271559739305,0.26838501576,0.6397928669999999,-1.3035731295395772,-1.315332703460936,0.5744652432237042,16,12,2,2099mb,2024-04-04,101111010100110011011001011100000110000101001011010000101101100111001100101100111101010001000000010000010010111001101010001101000000010001000111010111100100001010111010000101011001111011000010101001011101101010100110100001101000110100100000000000110000001001101101110010000101001001001101101101010110100001010011110101101000000000000000100110100100000100110110011010011000110010111010000001111100110010101101010011011101100010101011100110101111100100100001111000100111011110110101101001011110000010100011011100000001100011110101100011010000001000010010101101001001000001000010100000001110011010001010111000000000100011101110011010100100000011000000010110010010101001001000010010101011100110000100000011001000010101011000011010100011110100000000001000001100000000100000010000010000010101000000100000111111001010000110000101010110001011010101011001010110001000101010101000000100001100000000010000100001100010010100100100000001010000010000010000010000100100000011000101010010100001000001001101001000000000101100010011110111011101101101010111011011111010
GD,21,65,77,0.113000603525,0.1226959898375,0.6740119677499999,-2.1803621193548555,-2.0980456104603227,0.7263871972570276,9,13,2,2099mb,2024-04-04,111010110101101110001000000110111000100100100011010101001111100010000110111000010101100110101100001111000111000100010000011001000001010111100000000000000000001100000000011010000000100010000000001000101101101011011010000010010000100010001100011100011000001010111010001010001111001100010000000100110011010101001000011010101000100101101010000101100001010000000110000010110010110010100001101111100001000010011001111001010000000010000000000001000000001010001000000100111010101100001000001000100100001001010100100011010100011011000010000000101000000001100001000000100100000010100100001110000000111001010100010100101010101110100101000001001010000010001001101000000101010110100110101000001001101010001010001001000000001000001000011000001100101010100010001000001001000010011100100001000101000101000000010101011111111110101101000001011110100000001010111111111000000100011010011000000000010000000000001001000111110010010100000000000001000000010011100010001100110000110001011110000000111010101010001000010000001011110110001001111001010111011001111010111011010111
GD,21,66,78,0.1257901186375,0.1627512889625,0.6022750619999999,-2.0731404859924414,-1.8155320780323476,0.41495359877215404,10,14,2,2099mb,2024-04-04,101100111000000111111001001000010100100100000100000000101000000111000100000000000000110000000000000000000000100000110001000010000000000000010010000101010011000100000000000000001010000001000000000001001000000000000100111001010000111000010100100000001000000010001000000000100101000000100000010000111000101001010010100010110010000000010010100101010000001001010101000000101000000010001000011000101000000111111110101111010100010100010000000000000010110100100000000100000010011001000011010000100000001100101101010000000000110000001101001100000000101010000101000010010000001100000000000000000010000110111000101000011001011011111000100000001000000000000001000010000011000001010010100000001100101010000000000000100000000011010111000000011101000000010000000100000000000000010000100000011100100000100010000010001010110000000001000000101011111100000001000100001010100010010000010001110100010000000000000010011010101100010010100000011110000001000010010000100011111000000011110000010101110000000000001010101110000011111111101100000110011101000111011011101011100001
GD,21,67,79,0.226626245,0.25072144815,0.631504684,-1.4844531162652899,-1.383412724425887,0.5386773584654251,11,15,2,2099mb,2024-04-04,100101001011011101011111101000001010100001010000000010000101011001011001111100100001000001001010001111000001010000000010110011000000000101100010100000110100100000100100110000000010010001000100110101001000101101000000000001000100010010000001001010000110011000010001000110010010000101011111000111000010000001000001000000000000001000101101101010010011010011111010011000000010000000010011101010001000000011010111101000000100010010011010100010101010100000001001001010111001011100100010000000000000100000001100100111111001000000010101000101100011100000000100010100010001010010110010101011010000101101000000101001111100001001101101110111000011000000010000001010100001000100000000010100110000010010111100010000011100000100011000010011000010010010000101000000000001000000001000000100000000110101010101010001101110100100101011010000001001000101011000010100110100001011000000001101001000010010000101001010001111011100111111000100101001100001111000000100001000110111110100101010000001000000100000000001100001110010010111011000110101011001011111101110111110001111
