genotype,day,fly,fly_id,alpha,beta,p0,log_alpha,log_beta,logit_p0,chamber_id,fly_id_64,var,exp_name,date,jumpdata
GD,14,93,107,0.1745421255625,0.24674353562499998,0.5605377542500001,-1.745589159238736,-1.3994057990866964,0.24334478770110546,13,43,2,2015mb,2024-03-28,100001000110101010001010001011010000100000000000001000101100010000000101001000000001100100001000010000100001000000000000000000001110010101000000100000101001000100001010100000110010000101010100010000011110010000110111010100010100000000000100000000000000001000010001000110000001001000000010101010100010000100000101010000000001010000100000001000000010000000000000100000001010010110000001101000001000001011100000011000000000000000011000000000010000100001000100001000001000000000000010000001001000101000001010100000000000100000001010010000011000000000000000100000000000100000010010000100100011000000100000100110001001110011000001000000100001000010001010011000001010000000000001000000000100100000000100000000000000001001100011101000000100000100000000000001110000000100000100100100100000000011000000000000010010010101010101000001000011010001010101000000000000000100000001000100100000001110010000100001001010100000010100100001000110100010001100010110000010100000010010000010011000000101000000001000010110010011100000110110011110110001111011101100111001011000
GD,14,94,108,0.08213827725,0.0768949361875,0.810579888125,-2.499351144011871,-2.5653152539559954,1.453782540373178,14,44,2,2015mb,2024-03-28,110110111111110100110111101010000101111100001000001001000111000011010111100001011001100000100010001000111010010001101111010100011000111111110010100010100000000000111010000111011010000111100101111010101110111101111000010000001101011010111011011011000101100000001101110110000100000000010110011000101101110111001001001101010011001010101101111000000001011010001101010111100001010101000000010000100101001111101111110111110010111100101111100100000000111101011011111000101001100110111010010101101001100110000011101010101100110111000010011010000101000101010101000101011111000100110011101000011011000111111111111111110111111010000110101110110001111001011000100010100001010011010000001101011000001110011110011011000101100000000100111110001101001000011100110010111110001011001111110100100111011111110100010011001011110000011010011111100111011110000010001111111011110010000100010011000010000001101000101111011100000100101010011000010000010000111100100000101111010000000011100000111100000000110001100001000001100011111111011111110101011110101110110111111111100111
GD,14,95,109,0.103151507475,0.35387664432500004,0.478641647625,-2.2715564251751554,-1.038806888934235,-0.0854854303936373,15,45,2,2015mb,2024-03-28,011001100000000001000100000000100000000000000000000000000000000000000000000001000000001000001000000000000000000000010000000000010000000000000001000000000000000000000000001000000000000000000101000000000010000000000000000010000001000000000000000010010001000000100000000001000000000000000000000000010000000000000000000000000000000000000000000010000000000100000000000000001000000000000000001000000000000000000000000010000000010000000000000100000000000000000000000000000000000000000000000000000001000100000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000101010000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000001000000000000000000000000000000000000000000000000101000001000000000001001000000000000000000000000000000010001000000100000010000000000000000000000000000000000000000000000000000011111110101100010001001100100000000100001000000000
GD,14,96,110,0.0855174946875,0.08877052838749999,0.777145041,-2.4590343077423977,-2.4217005715990205,1.24910584911974,16,46,2,2015mb,2024-03-28,111110001111001111111111100101110111110100010011100001101001100001011011101000001101010100011010110110011100111010010000011110010100100011110011000010110110001100011001011111101001111000100001000110100000110111010001010010100111101111111001011101001100111000110101100100001101111111001101010101100100011000010100010011011001011000001011010100000100110000110001001111000110001110111111100100010000001111101101110110100010001001001000011000001110010000100010100000001111000101100000000000100110010000011100100000000001110000001100100011000110111010100000000000001110000001100100100110000100100000000101111110111110111011001010001110010110010100000011000101110101001000000011101010111011010111000010101010000010110000000000101100110111011011010000110010101000001110100110001000000010010001101001100000001111100000111001100101111010101010001100100101001100001100000000110010000001001011101001000010101000010100011100110010001100000000001100100000000110100000101010000000000001000000000011111110101000000101111111011101111010111011010111111111101111111111
GD,14,97,111,0.20366058526249997,0.28170205333750004,0.46959731750000006,-1.5913004685193846,-1.2669053150333687,-0.12176094017341017,9,47,2,2015mb,2024-03-28,100011001001010000100000000000000000000000000000000100100001000010000000000110100011000000000000010000100000010000010011000111010110000000000010110000010000010100110000100101000100000001000000010000001001000010000100010001011000010000000000001010001010010100000000010010001000000101100000000000000100000100000000100000110000000010000101101000000010000001001000001001010000010110100100000100000000000011110111110000000000000010001000001000000000010100000100000001100000110000100000000000000000100010010000001000000100000010000001000000000010000100001001000000101000000001000001100010000101010100001110010010000011010100010001000000000000000000001001001000100000100101000000000010000101010000010101001100000010000001000100000000000100000000001011000001000010001000000000000000000000000000100001000100001100000000000010000101101000000000010100000000001010001000000000010000100100001010100100100100000011100000110000000010000000000010000000000000000000000100000010100000000000000000000000000000010001000011000110101001000000000110110010011001010001110110
GD,14,98,113,0.07913777280624999,0.08924504125625,0.508874450375,-2.5365649858741124,-2.4163694200199726,0.0355015297516788,19,49,2,2015mb,2024-03-28,110001111110000011000111000100000110010101110101111000000100101100010010000000000001011101000100001011100101000000000001001000000001001001100000100000010000000001000000000010000000000010010000001000100001001000000010010101100101100110101100001111000000000000000001010010010111101000001000110000000111000110000101000100010000010011000101100001001100100011100001010001110000000010101110110001000000000000011100000000011000001000100010010001100010001110011000000001001010101010001010000111000000000101000000010101001000101010000000000000000010110001010010100000000000000001000001000001001000100010000000100111111101111110000000000000000110010100000000100001100010000100000000010100001100000000000110010000100000100000000000000100000000010000000011000000001001001100010000000010000000000001011000000000001010110000100100010000000000111000110000000000001000100010100000000000000000100101101000001100100101000000000000001000010000010000000000001010010100101010000000001000000010000101011110000000010000000011000000111101000000111110111000101101110110100110
GD,14,99,114,0.15939475776249998,0.190487420025,0.468339445125,-1.8363714004786162,-1.658169123210068,-0.12681188784829295,20,50,2,2015mb,2024-03-28,101111001100011010101100010100100100111001111001000011000000000001010000110000000100000000000010000110000000010010010110001000100100000110000110100000001010100000000100100000000000000000001000001001101101111101000000000000000100100000010001000111000001110000000001000001000000000000000000000011000000100010000010001010100000000100100011010000000000000011001011000000010100000000000010000100010100001001000000000001100010000100110000000100000110000000000000000000000001000110000000000001000100101010110000001001001000000011100010011000000100000010010100100010000000000000000000010000000100001010000001010011000011001001000000110000000000000000000001000000000100010011000011010000100000100000000000000001000001000000000000000000000000000000101100100001001001001010100000100100000000010000001000000110000011011000000000000000000001000110100010000000000001001100100100000000101000111100010110011001111010101100010000100000000000000000000100100010000000000000110011000001100000000001000100000000000000000100000011000100001010000111111001010011000111001110
GD,14,100,115,0.19341064924375,0.15909339256625,0.341321012375,-1.6429396341709603,-1.8382638745683606,-0.6574128756509212,21,51,2,2015mb,2024-03-28,000011001010101000000101000000000100000000001001000001110000000101000000000101000011100000000010001111001000000001000000000010000000000110110001000000000000000100000000000000010001011000000001000110100001011000000001000000000000010010000000000000000001000101010101000100010110000101010001010000100000000000000110100000000000001000101000010000100010000010000000100000000000010000001000000000010000111000110010100101000000000001010000000011101001001010000000010000010000000000000000000000000001110011001001011000000000010000001100001100000010101000000000101000000000000010000001000000000010000101000001011010000000010000010010000000001000000000000111011000000000010000010001000001010000000000110100000010001000100000000100000000100000001000000100011000000001000000000001000000110001100010110000000010001011110100101001110000010001000000010011000000001000000001111110010000000000100100000000000000000110000000001000001000000000011010010000100001001001001000000000000000001100000010111000000001100000001010001010000010010110010000000010001110000010000001
GD,14,101,116,0.25609464774999996,0.24709300631250003,0.760725457375,-1.3622081850579122,-1.3979904694536724,1.1566609205890084,22,52,2,2015mb,2024-03-28,111101110101111011110101110100110100010111100101000110100110000110101110011110010001000001110000001101110110011110010001011010001000010000111110101000111100110010000110111000000101111100101010010110111100000000100010000000001010011011111010001000001011011101010001001010001001011101010001101000111010100001011100110000101111110010110011100010001100001111100011110000011000000010110100110100100000100010110101110100001000011101010000010110101110010110001010101111101100110010010100100100001111010100001000100011010000111111100110100110100100101000100101110000110000010110010110000100110011001011111000111111011011111101001111010111001000110101001001110000011001100011000000001010101111100001100010010110001110010010000101111001111000011010001110011101001001111001010010000001111010101111100000101000100111101011111010100000100110111010100101010111010010111010101000011110100101000011100110100111111000010001111010111010001100000010000101001000000010011100000011000011101101011011010000100100000001001111111111111101011000111110100010111111111111011111
GD,14,102,117,0.055761804476249996,0.06899724194499998,0.252101393625,-2.886666151571245,-2.6736887469953663,-1.0874360535688887,23,53,2,2015mb,2024-03-28,001011000011000100000000000111000000000000100000011000000001000000000000000000010000100001000000000000000000010000010100000000000000001000000000100000000000000000000000000000000000000000110000000000010010100001000000000000000001010000000000000000000001000000001000010001100000000000000000000000110100000000010000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000011000101000001011010000000001000010000000000000000000000010001100000001010000000000000000000001001000011000000000000000000100110010010000000000000000010000000000000000000000000000100000011010000000000001000100000100000000011100000000000100000000000000000010000000001000100010000000000000000001000000000000000100000000000010000010000000010000000000010000010000000000000000000000000000000000000000010000010000110001000010001100000100010000000100000110010000000000000000001100001001000000100000000011000100000000000000000000000000000000000000000011100100001100010000000000000011000000000000011000000010000000000000100000001010000000000001000010000101000
GD,14,103,118,0.1184889614375,0.18662152291249998,0.478388815875,-2.132935475172068,-1.6786726547096116,-0.08649862816456752,24,54,2,2015mb,2024-03-28,101101110000000011000010000000111001000100100101000010000000000000100000000100000100000000000000000000000001100000000001000000000000000110000001010000000000000000000000000000100000000001011000000000001011110010000010101010000000001000000000000000101000011000001010000010100100000000001000001000000001000000000010000001000100000000001000000000000000010000110000000000000010000000000000010000011000000000001100100000000000000000000000001100100000000000000000000100000000000100000000000000000000000000001001001001001000000000000010101110001010100010000110000000000000001100010000100010001000000011010000001111000000000000001000110010000000100000001010000000000100010000000100000000000010000001011000010000100000010000000000000000000000100010000000110100010100000011001000001010000000000000100111000001001100101001001010000000000000000000000000001000001001000000010000100101100000100010000000001000101000000000000100000000000100000000000000000000001000000010000100000100000000001000000000000100000011000010100100011000100000010001111100000101010101110100
GD,14,104,119,0.06321319404235,0.946086591,0.13413960508625,-2.7612422331251376,-0.05542118029258535,-1.8648426021445828,17,55,2,2015mb,2024-03-28,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
GD,14,105,120,0.050292295226250006,0.07977316415,0.344535407625,-2.98990339002565,-2.528568119931266,-0.6431474206103239,18,56,2,2015mb,2024-03-28,011010010010110010100010000000000110011000000000011100000101111100111110000000000000000000000001000010001000100001000000000000000010000000001000010001000000000000000010000000000100000010000000000000110000001001001100001100000000010000100000000000000000000000000000000000000000001100000000000001000000001000000000000000000000000000000100010000000000000000000000010000000000000000000000000000100000000001101111100001100000000000000001000000000000000000000001000000000000000000000000100000000000000000100010000000000000000000100000000000010000100000100000000010010000100000010000010000000000000010000001000000000000000100000000110010010000000000000000010000000000010000010000000000000000000000000000110000000100100100100000000000010001000000000000001000001000000000010000000000000000010000001000001000000000000010000000100000000001100010000100000100110000100000000001000000101000100000000000010001000000000000000000000010000000000000000000001000000000000000000010000000000000000000000000000100000001000011001000100010001111101001000000000000100010101100
GD,14,106,121,0.452576935375,0.60185764825,0.7222107615,-0.7927975073662394,-0.5077343263364983,0.955454318460332,27,57,2,2015mb,2024-03-28,110100001000001000110001010110010001011011001001000100001110111101001001000000001001110101101100110001111011001100010001000000000000000101010011001110100000100100100001000100000000000000111101010010000001100110111001000001001001110000010100001100001101000010111101000011011010010000100100101000001011100100000000010111010000000000100001000000100000000100001010000000011010011000000110010110010010000001110001000100000000001000011000011111100100001010011110001101000000000101010011110001000011101010001010110000001010100010100001000010001101110000100111111100011111000010111011001000101100110101010111110111000000100100100101011001011011110001000100000000100100000000011100100100100110010101110100000010001000001000100010000110010101010100000111101000001011001011010000100100110011000100010100100010111000010001100000000100000100101100100001100111000100001010100010001001111000000011010111000000010000111001010000111100010000010010000000000001000000001000011100011000100010011010001001100011101000100111111101011101011011111110111110011111111011001111
GD,14,107,122,0.52564056575625,0.15476867147793752,0.26344034475,-0.6431376348884107,-1.8658237189417126,-1.0281632842109,28,58,2,2015mb,2024-03-28,101110000000100101101000100101001100000000000000100101000000000100100000011100011101010100000100010011000001100000010111001000000001000011001000000010011000000100000000010010010011111010101001011000001000100100011110000000000000001100010000101011000011011101010000010101001001010001001001000011011010000100000101010111000000000000000000000000110000100001100000100000001011000100101100110110101000010000010000010000011110100010000000010111010000010100011000110000000000000001000000010000100000000000100000000001000001011010010100000001001110101100000000000000000000000000000000101010100100000000000000000010000000101000010000011001100101001110100011010010000000000000000000000000000000010001100100000100000100000000000100000000000000000000000100011001000000100000001010000000000011010010000100000000000000100001010000110000000000100100010000000010100000100000100000000001011110000000110001000000001010110000000000000010000000000010000001000010100000000000000000000000100100100100001110000000110010001000100000000000000011100000000001100000000011101010
GD,14,108,123,0.1074597216875,0.0836694832,0.6511623274999999,-2.230639183601994,-2.480880965340054,0.624152269901003,29,59,2,2015mb,2024-03-28,111101101111001011011111110111000110100100110111000101000001010000100001101011100010111010111111101100111110100101101010000011000000000100101100011010101101011110100000010101111110100000110110111001101011111011110011110110101000101110100000101000000110101101011100110000000000011000100100100001000000001010010000001011010101010010101001000010001111001010111101000000110111010101110101101100011000010111010111011101111100011100100001110101101111011111010000101001011010111100000110111000101100100100010101110100110000100001001100101010010100100001000001111110110001001000001000110110010110001000001000110011011101110101010000001100000000010001010100000111011111011011100000010000101011001111111011101001000000000000000000100001110000000001101101011111000011011001001010100111010011011001000000001010000001010100110101010100000001000000010010101000010100000001001001011011000001101001000001000000001001001010111011010110100010000000011011100010101000011011011111001000011010111101001011110101000000000001010000011010111011110111110100111000111001111111
GD,14,109,124,0.100291252075,0.1103818077,0.702135503375,-2.2996768054151313,-2.203809944043823,0.8574877363679475,30,60,2,2015mb,2024-03-28,011111110000000011001010101010110010000000000011110000100110000100101001011010000001100010000101101111110111011010000110100100100000001101111101001011000000100110100010100011010101101100000101000000001000011101101101010000000011100100001111001010100011000110000000000001110101001001000000000010000110001000000011011000010000010100011110100000001010000001101111000000000000000001100000000001000100011111111100101000100101001100010101000010000000000100100011100101000000001000000111110011001001001010001011100010100001110011110000110100011101111000000000000100111011111000011100010010000010000000111000111101111100001111000100101000001111101100111100001000001111000000100000011000001000000000000100000010000000000100011011100001000010000000000111000000111010000000000110001010010000010001010110001010001111111011011010111000111001000000011101010101001100000011000101000000001010000010000000000100100000011001001110001101000011100100101110100010001000010001011000011000000001100011011000101001100000111101110111101111000100001011110111011100011111110101
GD,14,110,125,0.22580009398750003,0.19038411610000003,0.749133468125,-1.4881052110244122,-1.6587115839493722,1.0939961105487477,31,61,2,2015mb,2024-03-28,111110110110111010100100110011010101010010001011110000111011101100001110111110001101010001000011010010010111010001111000101001010101100011110001010011111111100001100110100010101010011011001111000000001111101100011010110110011110111000011000010001000011110011011011101011100000000011101110001110110110000001000010110000100100010100001000111011101010111010011001010010011111111010000000001100011110100110111011001001100010000001111110000010011110101101110001111011100011010001010000110101001000010001110011000101110100001100100000010111001110110100010000101010000010001100110110010001011011110101001000111101011010110110100110111011010000100111011000110000100110001011010110111000111110101101011110000110110101110111000110111001011010110101011011101110011000101100110111011111001001100111101110110010101110110111101001100000101110000101001110101100110010001111110010101010011010101001100001011011001111100000011010100010010010100010010010110001000011001001110101011110011110001100001000101010100101101110000111110010111001111111111100101111111111110011
GD,14,111,126,0.10412723383875,0.11074182078999999,0.56557349875,-2.2621417252918787,-2.2005537256961167,0.2638134850553352,32,62,2,2015mb,2024-03-28,101110011100001010010100000110100000111110000100100011000000100000111100000001000001000000100000000000010000110110000001010011000000010100000001011000111110001101000000010000101000000000000100011100011111110011100110001000000001000000000000000110001110000001000111001001010101110000110000000000000000000011010010000000111011010001101000000000100000001000000100100000100101000000010000100000000100100001000001010001110101101100110000000001001001000011010000110000001011100010000010001110000010001110010000101000110000010000010001011000000110001100001110000001011111010000000000001010000110000000101000111110110100010001000011001000110000100000000000000010010001010010000000000010000100010100101000010111000000111010000110110000001001100101101000000001000011001011110000101001110110110000000001000000101111000111001010110101000101011000000000101100100000010011010010101000001000000111100000000011001110000001011100010000000000000000100110001000001110000000000000000000101000110000000010000001100000110010110111011101000100000101100010010001101100110010
GD,14,112,127,0.21947911296249997,0.31262110988749997,0.7327558408750001,-1.5164982083409002,-1.1627633332444205,1.0086498565355657,25,63,2,2015mb,2024-03-28,101011010010100100001100010111001001000000011000000101001000010110000010010000000100011010010100100010100000000101000010001001001000100001010000000100001110010000000000010001101100000100010010100000001001101100000000010000000000000010110001000000000100100000000000100100000000000000000101101000000001001100110010101000100010010000010011000000010000001110100001111000000000100000000000000000000010001000010101000110010000000001010101100000110010101010010101000101000000010110101001100001001001101010100001100000001001010000110010110001101000100001000100000000001000000111001100001010001001000100101001111100111010010010001010000101011001011101001001110100010010111010000000010001101000101010101100000110100011000000000101000000110100001010100000000000000001000000001010000000000000000010001011110001101111001010001010110000010100001000010100001110000000011000011100000100001010101011100000001000110000000000000101010110011000000100110110101000100000000000011100101011010000001001000010000001110010000011111100101100101111111010011011011111111111110111
GD,14,113,128,0.0895316878875,0.07468621301249999,0.8554319835000002,-2.4131626617549315,-2.5944597686365727,1.777856485974709,26,64,2,2015mb,2024-03-28,111111110111110010101011100111111111000000010010100011000111010000010110101001010101110001011010000001000101111111010110011100110000100100011110110101101101101101110111100011101001010000011110010110111111100011101111010011110011110100110100100001010111101110010001001111001101111101111101000101110110000011111000010000011101111110000010011011101011000111011111011110000001000000001010000011011010100011111011101011101001101010001110011101110000101100111101110110010100000101100000111101000101111111000101101110000101101010010010011111011011100010101011011111001100001110011010101010010101011101001110111111111111010101111010111111101101101100111110010111111101101010011101010010100110110111011111111000001101001001110001101011000011101111110110100010100001100100100100011100101001000001010011111001111010111101111101011101110011010111101010111101000111010010101000111110010011011010010100010000000001010010111001011100111101010011100000000010011100111011101011000111111111111111101001100111001100111011110111111100111101111111111011111101111111101111
GD,21,0,1,0.2595041768625,0.4978396582625,0.503258300375,-1.3489824806964814,-0.6974772251618329,0.01303338599438301,5,1,1,1961mb,2024-03-19,101010100000000000100000000001010101000000000000000000000101000000010000010110110000000000010000000000000010100000000000010000000010010000000000000010011000001100000000000000000000000000000100000000101000100100010000101010100010100000010100000010001100000010000000000000000000000000000000000000000000000000000000000001001010000001000000000010100100001000100000000100001000000001000000000000100000000011010001000000000000100000010010000001010010010000000000000000100000000100010000010100100000000100000001000000000000000000011000100000000000000000000000000000000100100100000000000000000000000000001000000000000101000010010100100100100000000001100100000000001000000100000000000011001010000000000000000000000101110100000000000010110000000000000100000000000000000001000010000000100000000000000100000000000000100001000000010001000010100000000000010000000010000010100000010000000001010110010110000001000000000000000100000000100000100010010000001000100010000000000000000000000000000011000010000000000000100000000011010110111001111110001101100000101001111110
GD,21,1,2,0.11902011623749999,0.1753597893125,0.7981923682500001,-2.128462756144332,-1.7409154766802108,1.3750347057797743,6,2,1,1961mb,2024-03-19,101101100001011100100001111000101100000000000010000100000010000100000000010100110000000100001110000000101010000100000000010000001010011011101101100111100001011010001001000100001000110000011000000000011101010111011110110000010000101101010000010010000000110101000000011011011001010010110100010100110100100000000011011000001000000001000010001100000010001000011010011110010000001000001001110000011101100011111110001000010000000011000011100000000111000000011110000011000010000110100001000000110100000001010010000010000000000000000001010000000010101000010101000010001000000010000000100110000000010111000100011001100000101101000000000000010000110110001010000010110101000010000110000001000001010100000011000000001101110000100100000000010000100000010001011100000000010001010100000100001000100100001010000100011111101010111010100001001010011100000111001100001011000010110001000110000100100010100001000001100000000001011000000100000000000000000000000101101000100000000100110000000000000010000000101000011000000011011101111111111011110111111101110111100011111011
GD,21,2,3,0.2195861947375,0.5716080581,0.40138711112500003,-1.5160104368169596,-0.5593017355800264,-0.3996888008422408,7,3,1,1961mb,2024-03-19,010000100000000000010100011000000100001000000000010000000000000000000000010000001000000000000000000000001000000001000000010000000000000000000000000100110000000000000000001000000000000000000000000100000110000100000010000000000000000000000000000000000000000000000100000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000010000100000000001000010000000000010001000000000000100000000000000000000010010000000000000000000000000000000000000000000001000000000000000000000000100000000000000000001000000000000000000000000000000000000000100000000000000000000000000001000100100000000000000000000010100000000000000000000000010100010000000000000000000000000010000000000000000000000000000000000000000000000000100010000000000000000010000001000000000000000000000000000100000000100000000001000000000000000000000110000000000000000000000000000000100000000000000100001000010000000000000001000000000001100000000000000000000000001000000001000001001000001000000000001111110110010110001010000111100
GD,21,3,4,0.17660548771374998,0.27510270496625,0.29722786825,-1.7338369170382772,-1.2906107784345542,-0.8605336245589373,8,4,1,1961mb,2024-03-19,000000010000000000001000000100010010000000000100000000000000000000010010000001000000000000100000100001011000101010000000001100101000000000000000010100001000000000010000000010000000011000000000010001001001001000000000000000000100101010000000000100001000100000101000100000000010000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000100000000000010010000000000101010000000000100101000100000000000001000001000000001001000100000001000000000000100000000000000000000000000000000010000000000101000000000010000010001000000000000000000000000000000000001000000000000000001000110000000000100000000000100000000000000000010001000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100100010000000001000000000000000000000000000000000100001011001001101010000000000000000001000100000000000001000100001001000010001000101000001000001100010000000001000000000000000000100000000010010000000010000000000000000000000000000000000001000000000001101110010101100010000000110000010100000000000000
GD,21,4,5,0.04082273630625,0.034912390468750006,0.6635352455,-3.1985160903769683,-3.3549134850233178,0.6790885707912881,1,5,1,1961mb,2024-03-19,111100101001110110110010011010101001011000110111111001110011011010111111011110100011100000000111001001100101000000010110000011000000011000010000001111001000000100000011000000011011110111011011000100101001110001111001111100111000100011110101110100100100110110101011100101110000001001110100000100101110100001101011100001000001010001100000100000000100100010111100001011011100101001100000001000011101000110111111010011111001101100000000101111010110000100011111100011000100000000000000010001010110000110000110001010011100100101100101101111000001000010000001001100010100101110110111000000011110000110000000101111110101110111101101100011100101010011110000101101010000001110010000100100000100000110001000001001011100001010110010001100101010100000000111001110101101111111100100000100000010000010101010110000000101111010011111111001010111000001010110011000010111101100000100101101001011001011001100001000110000000100000100000000000000000001101011110101100001101001110111101110100011110100111100101100110101100011101100111111110011111001010010110001001111011000
GD,21,5,7,0.1121245533375,0.21157614535,0.45052658674999996,-2.1881449422231514,-1.5531703199938518,-0.198543297742432,3,7,1,1961mb,2024-03-19,110000010000001000000000011000000010000001000000000000000001000001000000001000000001011010010001001100100000000000000000000011001000000000100000000000000000000000000000000000000000000000000000000000000111100010000000000000000010110000000110000000110001010001011000000000000001000000100000000000000100011000000000000010000000000000000000000100000001000000000001011000000000100000000000000000010100000011110110000000000000000000000010011000010010000000000000000000000001000000010000001000000000000010000000000100000000010000110100000000000100010000000100000000000001001000100000000000000100110000000000010000111010000000000010000100000000000000101000000000000000000000000000000001000000000000001000000000100000000000000000000000000000010000010000010010000000000000000000000000010010000010000000100000001100110000100000100000000010001001100000000100000000000000010000010000100000000010101100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000010000100100001010000000000010101101001011011100001000010000100
GD,21,6,10,0.1346357068875,0.1504926222375,0.7726119025,-2.005182615470251,-1.8938412176725492,1.2231186176283213,14,10,1,1961mb,2024-03-19,100010100101000011101110000011111111001110100000000000000000001010101100111111110000101100100000100001000001111001000000100101110000000011001000110110000110101011010001011010000011110111001000000001101101011011010011011000000100001110000001100000011101000010000001100100111100010101100100001101000111100000000111101111101111101000100000000110101010110111001110110100000100101001000011110110000000000101110101001111011000000101100100010100001001010101010011110010101111000000010100010010110100100000010101110100011110000001000001101110000111110011111001101111100000010010010001001010101111100000110000111111011101101011111101001001101001010111101000000000000000000000000000000000000000000010110010101101101001110101010110001001011000011011100000000010000011000000000000000101011000000000000000000000001111000011011110011110111000101110101101111110011010001001001110111011101011011101011000011000001110000000000000000001001011100001100000001000011011101100100000000110100000000011001010101000000100111010111111111111111110111011111101111110011010111011
GD,21,7,11,0.1407547015875,0.1822570931875,0.48519038724999997,-1.9607366087014046,-1.7023369887547148,-0.0592557833927725,15,11,1,1961mb,2024-03-19,001001001001100111000000000001000011000010010111010100000000000000100100000000010101000011010000010000000000100000000000001000000000010000000000000000110010001000010000010000101010010100000000000001011010000000101010100100101100100010000000100001010110101000110010010000100000000000010000010000000100001110000010000000000000000000010100000101000010010110110010000000000000000000001000010000010011000010111010001000000101001010001010000011001000001000010000000011000000100001000100000110000100000000000000100000000000000000100001100000000100110100100110000101001000000000001000000000000010000000000000101110000001001000000101000000100100000100000000000100010010000000000000100000100101011000001001010001100000000101000010010010010000001001000000100000000000000010100101010001000001001110101000000000001000001010101010001101000000001001000000100111000010010001000110000000000000010000000000000010100000010101010000000010111100001000100010000101011000000000000001100000010000000100010000000010000000000010100000100000011010110010111010111110011101001001
GD,21,8,12,0.284006273,0.6053149647499999,0.626682823375,-1.258758953036699,-0.5020063535254055,0.5180121510176815,16,12,1,1961mb,2024-03-19,000001000000000010100000000000000001011000110011101001000000100010001010000000000000000000001001000000100000000001000000000001111000000110100000000000000000000010100000001100000000000000000000000000001111001000000000011000000010000101010000000000000000000010000000000100000001000001010010000001000000000010010000001011011000010001000010000000010100000110101000000000000000000000000000000000100100000011001001000000001000100000000000101000000000000000000100000010000000000000101000000000001000001110000000000000000000000000000000000000000101100000000000000000000000110000000100000000010000000000001000110010000010000000000010010000001101000100000010000000000000010001010000001110000001110000000000000000000000000001000010000000000000000001000000000000000000001001110000000010010000000000000001001010000100000001010000000000001001100110000110010010000000000000000100000000000110100000000000010000000000001010000000000100000000000100000010000000000000000000000000000000000001000000100011101010010000000011101100111011100010001011111010101001111101011101
GD,21,9,13,0.06730048316625001,0.06306459689625,0.6922078168749999,-2.6985878630667353,-2.7635957303408367,0.810461398808674,9,13,1,1961mb,2024-03-19,101010010111101110100111100101100111000011100101100010000101101100101100011101000101001101010101000110101101001100000010110000100100000111010000001010100101010010000001110100011010110100101000111010010110011101001110011101011010001111101001010110001001101000110010010011010000110111100110010011011000000011110101000010011000100000010111101010100000000001010000011000001101100010000101011001010001100110111110111100100011000011000110000010000001001100110100000000100111010011000000111011110000011101000010000000010101000010010010010110101001000110110100100000101001101000010000011000000010000000010100111100011111001110010101011110110100110011100111110000100111110001101001010100100001111110000111001100010100101111010010010111010010000001010001101010011000010010000100000000011001011110001111101001101111000010111001000110101011001110101111011001110010011110001010000101101100000001111000010101100110101000000010110101010101001100010000011000000000010101100101010000100000001000010001100110001101011000111111111111010101011111101011111110110111011100
GD,21,10,14,0.20575307095000003,0.38274495683750004,0.44644221412499996,-1.5810785138984338,-0.9603864206578643,-0.2150561752692244,10,14,1,1961mb,2024-03-19,000010011000000010000000000000100100000000000000000000000000101000000000000100000000000000000001010010000001000000000000000000000000100000000001000011001001110000000000000000100000000010000000000010000001000000000000001000000000000000100010000000110000000000000100000010000000000001000100000000000000000000001000010100000000000000000000100000000000000001000010000000000100000000000000100000000000000010101010110000000000001000100000000001101000000000000000100000001000000000000000001000000000000000000000100110110100000000000000000000000000100000000000000000000000100000100000000000000000000100001001010000100001000011000000100000000000000000000000001000000000000000000000000000000000000000100000000001010000000011100000100000000001000000001000010000001000000000001000000110100000100000001000100001011100001010000000000000000000100100000000000010001001000000000100000000000100000100000000000011000010000100100110000100000001011011000000100010110000000000000000000100001000000000000000000100010000000000110000000001010011111100011100100001110110011010
