genotype,day,fly,alpha,beta,p0,log_alpha,log_beta,logit_p0
GD,21,5,0.17436750750000002,0.21823880625,0.6011711925000001,-1.7465900950715822,-1.5221653742375276,-1.2759594103267726
GD,21,6,0.264227949245,0.11618533527500001,0.672648045,-1.3309431042794007,-2.1525686449811934,-2.029060751367496
GD,21,7,0.14850763099999997,0.184621099625,0.81377752625,-1.907118934854273,-1.68944966428469,-1.4853472989425551
GD,21,8,0.251581827375,0.21646424625000002,0.71228022875,-1.3799869850037052,-1.530329889519222,-1.2863913046678672
GD,21,9,0.0173483939875,0.156542789,0.42337135875000004,-4.054255342435685,-1.8544258942316418,-1.68417978802944
GD,21,10,0.156399721875,0.177661986375,0.529539875,-1.8553402291653462,-1.7278724869364537,-1.5322687272768702
GD,21,11,0.025096937913749996,0.39386844125,0.354797657,-3.685009435754579,-0.9317383308998956,-0.431080108072522
GD,21,12,0.07870062574999999,0.10914654287499999,0.69145020875,-2.5421041725103386,-2.215063869643996,-2.09948853448813
GD,21,13,0.1821749145,0.19889069237499998,0.79068819125,-1.7027879847548433,-1.6149998897174056,-1.3932420124445806
GD,21,14,0.25217704225,0.21443017499999997,0.77757269,-1.3776238895313524,-1.539771118084183,-1.2984251852722313
GD,21,15,0.45563787525000005,0.883210782875,0.20200154162499998,-0.7860569181822624,-0.1241913946626835,2.0231931373222745
GD,21,16,0.093688718625,0.10409408075,0.4947195025000001,-2.3677774958656896,-2.262460166169035,-2.1525402938118012
GD,21,17,0.22698140477499998,0.2615083119625,0.31360061875,-1.4828871821468879,-1.3412892102748573,-1.0381437780044704
GD,21,18,0.07287151675,0.105776395,0.545572095,-2.61905743305245,-2.246427894091428,-2.134628476458315
GD,21,19,0.139942103875,0.86468464375,0.34941525925,-1.9665264856556313,-0.14539041222282761,1.854756840240248
GD,21,20,0.21153193787500002,0.38297425500000004,0.7424193000000001,-1.5533792853949564,-0.9597875113819596,-0.47694298152870424
GD,21,21,0.179010202875,0.21391802940000001,0.22405138400000002,-1.7203124754641046,-1.5421623775258324,-1.301468173830421
GD,21,22,0.28118445325,0.20505308465,0.58133768875,-1.2687444077361807,-1.584486383853172,-1.355006444151287
GD,21,23,0.32758507425,0.342769090875,0.6934415575,-1.1160074889385878,-1.0706982629661255,-0.6509784005764546
GD,21,24,0.075604144,0.06106019737500001,0.7787439437500001,-2.582244182484112,-2.7958950592043768,-2.732891149414903
GD,21,25,0.06079785022499999,0.04547153337499999,0.6581115775,-2.8002008487765773,-3.090668788929565,-3.0441309762672586
GD,21,26,0.1464428495,0.131073205,0.862322465,-1.9211200324381261,-2.031999295067053,-1.891502897295548
GD,21,27,0.051868893650000004,0.0409544061,0.64055098125,-2.959036020131051,-3.195295877401611,-3.1534792153427404
GD,21,28,0.051008026875,0.06257022487500001,0.56946077875,-2.9757722689363892,-2.771465755003575,-2.706852324527036
GD,21,29,0.09488648512499999,0.084032042125,0.7533053925000001,-2.355073995256981,-2.4765570990048067,-2.3887832035991607
GD,21,30,0.059388590237500004,0.050900195625000005,0.7005747199999999,-2.8236531546077153,-2.9778885121128096,-2.9256471941507773
GD,21,31,0.19551716525000004,0.32871680325,0.53682333375,-1.6321071016207866,-1.11255867929608,-0.7139945000351958
GD,21,32,0.11853704949999999,0.129580199625,0.8189337625,-2.1325297132645917,-2.0434552874074146,-1.9046756328608117
GD,21,33,0.252185603125,0.43925026625,0.5580964,-1.3775899422314113,-0.8226859457682729,-0.24420536537581936
GD,21,34,0.13489219112499998,0.122725590125,0.49330287375,-2.0032794038412405,-2.097804390534609,-1.966868951077522
GD,21,35,0.064443365,0.06886534675,0.5637101987500001,-2.741968502918174,-2.6756021774116943,-2.6042507981698817
GD,21,36,0.053012950925,0.06754841843750001,0.36378590000000005,-2.937219038204871,-2.6949106280624577,-2.6249725759928597
GD,21,37,0.10127807999999999,0.137170860875,0.83185590625,-2.289885278111935,-1.986527970540093,-1.8389893782483826
GD,21,38,0.131961005,0.27433725262499997,0.48545872875,-2.025248816706532,-1.2933970804713413,-0.9727271730879103
GD,21,39,0.146510348,0.53349559275,0.44012700750000006,-1.9206592182072493,-0.628304469286635,0.1341833419714875
GD,21,40,0.079045441025,0.09787515499999999,0.5153621287500001,-2.537732389032763,-2.324062541019806,-2.221060181613547
GD,21,41,0.07696679987499999,0.11216771162499999,0.35475342374999996,-2.564381120563707,-2.1877601024870166,-2.0687876842173476
GD,21,42,0.29948709257375,0.2084770446375,0.5508754899999999,-1.2056839589371204,-1.5679263414663438,-1.3341299437378407
GD,21,43,0.17390250287499998,0.16593191499999999,0.57751187375,-1.7492604651147767,-1.796177725362768,-1.6147374820979319
GD,21,44,0.201516856,0.49888447125,0.5503982399999999,-1.6018822484886244,-0.6953807305767183,-0.004462122403589379
GD,21,45,0.22591128375000002,0.121121987625,0.7708094274999999,-1.4876129065564458,-2.11095707904951,-1.9818479081160254
GD,21,46,0.07740888366624998,0.9279674605,0.262731936,-2.558653728922981,-0.07475861092707628,2.555878713631999
GD,21,47,0.08210352547500001,1.30584419125,0.272634199025,-2.4997743222154956,0.26684972147835334,
GD,21,48,0.11536031987499999,0.113137487375,0.69797459125,-2.159694832607803,-2.179151497418734,-2.0590861860544547
GD,21,49,0.35069978433749993,0.24411942255,0.64747322,-1.047824736784868,-1.4100977367436724,-1.1302258551270938
GD,21,50,0.16162852475,0.15650877925,0.7927459337499999,-1.8224546339299217,-1.8546431731312425,-1.6844373879600387
GD,21,51,0.1165043725,0.11762678025,0.59174417375,-2.1498264744918556,-2.1402385462283204,-2.0150983853935567
GD,21,52,0.217227376625,0.1755062895,0.8281384975,-1.5268106554719718,-1.7400803991115306,-1.5470946338404006
GD,21,53,0.14576447675,0.150085444625,0.7127379587499999,-1.9257631327835112,-1.8965505162306062,-1.733931058591812
GD,21,54,0.2290924183125,0.32360474262500005,0.37561374375,-1.4736297834247147,-1.1282324380801032,-0.7372547645292116
GD,21,55,0.193093360625,0.207976977125,0.55845673625,-1.6445814732304427,-1.5703278923061044,-1.337163074002506
GD,21,56,0.064357178375,0.06099027612499999,0.7043293287500001,-2.7433067991024176,-2.7970408353024827,-2.7341113910394204
GD,21,57,0.044110345275,0.063215584625,0.7340800525,-3.1210609373058085,-2.761204416060455,-2.6959023132018824
GD,21,58,0.112755829,0.11698556925,0.8038715025,-2.1825306034877743,-2.1457046915349425,-2.021290955888454
GD,21,59,0.261762150375,0.149989492875,0.7921048825000001,-1.3403190105380813,-1.897190034839322,-1.7346834665886761
GD,21,60,0.212204872625,0.209302227625,0.6471580225,-1.550203090648356,-1.5639760063713415,-1.329136539179962
GD,21,61,0.182492151125,0.19833541175,0.78890061125,-1.701048114418688,-1.6177956827477609,-1.3967307050144722
GD,21,62,0.318691177225,1.2163820475,0.1851932094375,-1.1435327415786942,0.1958809179979229,
GD,21,63,0.065462848125,0.2984368695,0.5787496725,-2.7262725014605587,-1.2091968609794765,-0.8547524710758501
GD,21,64,0.2095927305,0.281077984375,0.3936900825,-1.5625890098657174,-1.2691231236849905,-0.9391207342674506
GD,21,65,0.038619761375,0.031817251,0.66647713625,-3.253991180794229,-3.4477466520106774,-3.4154122327757297
GD,21,66,0.136163311625,0.124046753375,0.63457710375,-1.9939002928826262,-2.0870967410933066,-1.954654180190607
GD,21,67,0.136370066875,0.6528396362500001,0.40237672625000004,-1.992383008718733,-0.4264237598807296,0.631544702538149
GD,21,68,0.188126965875,0.27738844025,0.34109884874999996,-1.670638193699709,-1.2823364437433105,-0.9574529807865563
GD,21,69,0.114932451875,0.17245911749999998,0.6250607125000001,-2.163410698191162,-1.7575950705996608,-1.5682983024822
GD,21,70,0.613463880625,0.33959162525,0.09709740412500001,-0.48863389085120834,-1.0800114854791762,-0.6651145997921022
GD,21,71,0.28724910836250006,0.248225242225,0.38153253750000005,-1.2474054663050866,-1.3934187102345739,-1.1081001861005613
GD,21,72,0.048921031999999996,0.09620128237499999,0.42493785500000003,-3.0175478727192817,-2.3413125910978687,-2.240163990221579
GD,21,73,0.33982402156375,0.1907231854625,0.709477765,-1.0793273790006064,-1.656932192945452,-1.4453179412685988
GD,21,74,0.120133873875,0.09606797375,0.8088062874999999,-2.119148542411758,-2.34269927817461,-2.241698164556247
GD,21,75,0.13501641,0.1432677485,0.72712983375,-2.0023589523754297,-1.9430400322837484,-1.788410197763546
GD,21,76,0.07954664962500001,0.177021017375,0.55417060875,-2.5314116416786074,-1.7314868112259703,-1.5366621950796269
GD,21,77,0.049248170625000004,0.044837252,0.7287501175,-3.01088305672397,-3.104715967223504,-3.0588424309567386
GD,21,78,0.032864389,0.08138026325,0.75180329625,-3.4153656086458666,-2.508622501589544,-2.423739479953024
GD,21,79,0.07611836825000001,0.062135610125,0.8005707562500001,-2.575465673331511,-2.778436022427414,-2.714286108305688
GD,21,80,0.07405590637500001,0.08444403025,0.8182382774999999,-2.6029349794640018,-2.4716663279842193,-2.3834425469661227
GD,21,81,0.36869048112499997,0.9300323276250001,0.258257823125,-0.9977977914742825,-0.07253593255188419,2.5871860342683655
GD,21,82,0.09946157075,0.149776677875,0.6823795475,-2.3079839330392318,-1.8986099084376082,-1.7363536763436134
GD,21,83,0.08225311025,0.12416953362500001,0.7009988675,-2.497954075461944,-2.0861074404998776,-1.9535247021890998
GD,21,84,0.1028112085,0.18842907437500003,0.5049578712499999,-2.2748608998034725,-1.6690336061614537,-1.4602501109616985
GD,21,85,0.10618967174999999,0.108142732375,0.7291899462500001,-2.2425284277285202,-2.2243033283325033,-2.1098541552534718
GD,21,86,0.0750821455,0.07477024475,0.4181001775,-2.589172491486718,-2.593335270603997,-2.5156220823461273
GD,21,87,0.39567393662499994,0.49642579974999995,0.550618595,-0.9271647992624528,-0.7003212532915544,-0.014297044527879185
GD,21,88,0.20757797549999998,0.195109397875,0.72901300125,-1.5722482243589184,-1.634194862984739,-1.4171459542048315
GD,21,89,0.09486682925,0.10663160725000001,0.65914108375,-2.355281168187109,-2.2383753079155024,-2.1256190586157406
GD,21,90,0.24660799750000004,0.1880218555,0.6792698300000001,-1.3999552577153191,-1.67119707024943,-1.4629152154263447
GD,21,91,0.10908095637500001,0.10788256175000001,0.6988103925,-2.215664953395587,-2.22671203470037,-2.1125545368631315
GD,21,92,0.11809475087500002,0.13692498575,0.63704572125,-2.1362680032102843,-1.9883220523839293,-1.8410683833611996
GD,21,93,0.22351093087499996,0.19885873924999997,0.68381878625,-1.4982949584063363,-1.6151605593376648,-1.3934425673682187
GD,21,94,0.250822100625,0.24060158387500002,0.5939948675,-1.383011353591402,-1.4246128924416137,-1.1493841755623517
GD,21,95,0.12952486725,0.12110166874999999,0.6976014750000001,-2.043882391180478,-2.111124848584094,-1.9820387964905857
GD,21,96,0.11373591275,0.17846975575,0.63058275125,-2.1738760727764173,-1.7233361276925017,-1.5267496013955744
GD,21,97,0.11124380412500001,0.2799384665,0.5063494875,-2.196031052745141,-1.273185462464204,-0.9447668550348418
GD,21,98,0.086456541875,0.10937276862499999,0.6016461575000001,-2.448113397361884,-2.2129933356553217,-2.0971640255305704
GD,21,99,0.0394447279,1.36319757375,0.2842829813625,-3.232854880671578,0.30983309727178804,
GD,21,100,0.098774865375,0.107713547875,0.42968872499999994,-2.314912105631701,-2.2282799100197987,-2.1143118467342523
GD,21,101,0.1096131745,0.12628187000000002,0.5936095675,-2.2107977064003284,-2.0692388070396195,-1.9342413459760401
GD,21,102,0.14182185075,0.23906174200000002,0.52966278125,-1.953183581198488,-1.431033425685263,-1.1578303685532694
GD,21,103,0.12243074437500001,0.12127943687500001,0.8175048699999999,-2.1002097609098955,-2.1096580002799237,-1.9803696652840466
GD,21,104,0.176300826875,0.20642188025,0.796017095,-1.735563499430491,-1.5778332420301042,-1.3466299477590102
GD,21,105,0.061955559187499995,0.05850500451249999,0.7416505662499999,-2.7813379382502723,-2.838642981181059,-2.7783567348146625
GD,21,106,0.268798344375,0.248742255375,0.48860170249999996,-1.3137938296713076,-1.3913380375989675,-1.1053315533981356
GD,21,107,0.106268695875,0.14121693987499997,0.61656123125,-2.2417845254804925,-1.9574579903327958,-1.8052190521083447
GD,21,108,0.3243181555,0.350325226625,0.5485530774999999,-1.1260302835787837,-1.0488933370267572,-0.6176099470642995
GD,21,109,0.12028158525000002,0.12615076112499998,0.7383430337500001,-2.1179197412845427,-2.070277570421397,-1.9354301566493626
GD,21,110,0.26825761225,0.36497249625,0.77142912625,-1.3158075204275494,-1.007933280978532,-0.5538463129432318
GD,21,111,0.127470092125,0.128443449125,0.665589395,-2.059873513468497,-2.0522665561428743,-1.9147920291435447
GD,21,112,0.1989309995,0.21855404012500002,0.7857947,-1.6147972505654378,-1.5207219717992948,-1.2741126910555252
GD,21,113,0.13117038350000002,0.144576122,0.83269030625,-2.031258163472538,-1.9339491142901202,-1.7777909451371905
KK,7,0,0.05056778424999999,0.22311743512499999,0.41110454625000004,-2.9844405803534357,-1.5000570312246746,-1.2475909520304975
KK,7,1,0.06298217375,0.0573064295,0.684582985,-2.764903548979512,-2.8593424538773706,-2.800328452970696
KK,7,2,0.058043078275,0.050733593875,0.4950368075,-2.846569815243003,-2.9811669867233643,-2.9291011899537196
KK,7,3,0.17274063098749998,0.1023842475375,0.80545039625,-1.7559640523202977,-2.279022410851786,-2.17100921601896
KK,7,4,0.0797114799125,0.0732993529125,0.51619259,-2.5293416645058984,-2.613203498061649,-2.5370788059426594
KK,7,5,0.19830569574999998,0.218995998125,0.78990243375,-1.6179455209742772,-1.5187018227344233,-1.271526817618537
KK,7,6,0.08571321174999999,0.12539016012499998,0.437254815,-2.4567483024831334,-2.0763251217647953,-1.9423477324128018
KK,7,7,0.14146188075000002,0.13096611275,0.84758066625,-1.9557249921848574,-2.0328166705424735,-1.8924435117501113
KK,7,8,0.05054831562499999,0.035692929,0.8878963799999999,-2.98482565504015,-3.332802677041338,-3.29645718032891
KK,7,9,0.34663946612499996,0.2469217985,0.8542991262499998,-1.0594700416941802,-1.3986835977473453,-1.115097394426378
KK,7,10,0.07525002775,0.081708300375,0.7820659875,-2.5869390065824556,-2.5045996864994473,-2.419359503246976
KK,7,11,0.13331111387500003,0.18326066600000002,0.6807132387499999,-2.0150696803667416,-1.6968457352707282,-1.4944104476088957
KK,7,12,0.28610907025,0.58075513625,0.6050953525,-1.2513821763527568,-0.5434260632037026,0.3258740661936909
KK,7,13,0.28048008262499996,0.351630016875,0.557102715,-1.271252563224972,-1.0451757445881538,-0.6118819606343817
KK,7,14,0.0676142273875,0.060271863425,0.6183931875,-2.6939368537655946,-2.8088898940125873,-2.746725232053794
KK,7,15,0.2455816305,0.64096031375,0.38248039375,-1.4041258798874963,-0.44478773700467866,0.5795346129416292
KK,7,16,0.40254141125000004,1.0954157093749999,0.2356361375,-0.9099573023226594,0.09113393448703395,
KK,7,17,0.117160232875,0.1359347765,0.45215935125,-2.1442127693581408,-1.9955800928423648,-1.8494730699770816
KK,7,18,0.155920617,0.160639344125,0.55442377125,-1.8584082666331445,-1.8285935253743089,-1.6534787244692983
KK,7,19,0.24935239512499996,0.352199409375,0.3610484875,-1.388888141561905,-1.0435577598805514,-0.6093853993749621
KK,7,20,0.232365489875,0.324346069125,0.6596435612499999,-1.4594437595445522,-1.1259442186349882,-0.733869948036103
KK,7,21,0.06374561100000001,0.19679418275000005,0.2527739995,-2.7528549443724923,-1.62559685399802,-1.4064525665192515
KK,7,22,0.44430006149999995,0.9346257982249999,0.186192357625,-0.8112551306202974,-0.06760904560330762,2.660018521010922
KK,7,23,0.095347617125,0.22901633125,0.6340203625,-2.3502259380712673,-1.4739619624685434,-1.2138738749187814
KK,7,24,0.173686813125,0.34077400575,0.37907593874999995,-1.750501526147184,-1.0765357611437483,-0.6598468930042904
KK,7,25,0.025594771225,0.0168337249125,0.8490381050000001,-3.6653671973817303,-4.084370969510779,-4.067393947019975
KK,7,26,0.21172509525,0.1061103067875,0.8104950787499999,-1.552466566298557,-2.2432760958794438,-2.1311031987898383
KK,7,27,0.41859128087499997,0.288870982,0.74616369875,-0.8708602984394391,-1.2417751196145717,-0.9008737138894284
KK,7,28,0.06959094874999999,0.09151908887499999,0.33504536625,-2.66512076679397,-2.3912077068744186,-2.2952263040878416
KK,7,29,0.3929658199999999,0.25664014595125,0.1614835325,-0.9340326429053387,-1.3600803856038295,-1.063505359863788
KK,7,30,0.21226469337499998,0.6819162812499999,0.255090384875,-1.5499212294494025,-0.3828483834390538,0.7625922809020186
KK,7,31,0.35916544755875,0.54693202815,0.39314502625,-1.0239721399460857,-0.60343074726133,0.1882823692598877
KK,7,32,0.199487208625,0.35437306524999995,0.51060282125,-1.6120051618757323,-1.0374050641270174,-0.5998716217229091
KK,7,33,0.115626461375,0.1947561545,0.8321691112500001,-2.1573904443104994,-1.6360069926766985,-1.4193968589086396
KK,7,34,0.32447175,0.5787538132000001,0.19260589949999996,-1.1255568036384598,-0.546878084920893,0.31765976454246825
KK,7,35,0.25187502,0.41704690225,0.41671018125000003,-1.3788222668767263,-0.8745565880885571,-0.33490804239217775
KK,7,36,0.22373822525,0.39728535625,0.7793922975,-1.4972785477928996,-0.9231004750084942,-0.4167890531340778
KK,7,37,0.3724178285,0.9178716152499998,0.25270581625,-0.9877388601279697,-0.08569775081078847,2.4137738376039986
KK,7,38,0.17332656800000001,0.24241304749999998,0.83423428375,-1.7525777876057247,-1.4171121999154301,-1.1394952405079675
KK,7,39,0.29908438425,0.44269899825,0.5073974099999999,-1.2070295238365607,-0.8148652020656668,-0.23021541516323651
KK,7,40,0.10199657912500001,0.16282525425,0.3706206362499999,-2.282816004250473,-1.8150777130584912,-1.6373552590594427
KK,7,41,0.2522060015,0.5516604275,0.5469120550000001,-1.3775090591444443,-0.594822589570712,0.2073817697835496
KK,7,42,0.447014511125,0.5627216487625,0.34306073762500006,-0.8051642215286015,-0.5749701802733744,0.2522151470321338
KK,7,43,0.24224557100000002,0.404515187,0.39754712375000006,-1.417803311144131,-0.905065998070962,-0.38668660462026727
KK,7,44,0.15823132650000002,0.162477304375,0.75536847375,-1.8436972249203991,-1.8172169523510784,-1.639910035954716
KK,7,45,0.10927512875000002,0.283455815,0.7724881600000001,-2.2138864600133656,-1.2606990233402307,-0.9273836575546657
KK,7,46,0.23441300025,0.43169028249999997,0.35166185999999994,-1.450670760999823,-0.8400468865188553,-0.2749581549369611
KK,7,47,0.16640266037499998,0.7821827775,0.5698393975,-1.793344762892304,-0.2456668349292039,1.278432161841021
KK,7,48,0.153092334875,0.38727469,0.6745914300000001,-1.8767140437050958,-0.9486210444548169,-0.4587824933114366
KK,7,49,0.10668200506374999,0.0390303807375,0.74301237875,-2.237902784721684,-3.2434149428410364,-3.2036024586588137
KK,7,50,0.078237696375,0.0527555625,0.897632145,-2.5480036967488466,-2.94208606194848,-2.8878879605860006
KK,7,51,0.038034665210125,1.3767585925,0.28298548325,-3.2692572927242343,0.3197318902886083,
KK,7,52,0.10964334237500001,0.254292740125,0.6653521012499999,-2.2105225230158583,-1.3692691554279566,-1.0758469865992435
KK,7,53,0.032761283530000004,0.028685188975,0.48295486874999993,-3.4185078409723464,-3.5513743530120565,-3.522269702983532
KK,7,54,0.20917397512500002,0.2557333175,0.864119425,-1.564588956418071,-1.3636201059944717,-1.068264241840074
KK,7,55,0.220789409,0.69719668625,0.537195785,-1.5105459322151327,-0.36068771828789925,0.8339840954986197
KK,7,56,0.15913249837500001,0.31504558125000004,0.77285931875,-1.8380181006696297,-1.1550379482439312,-0.7766349633392012
KK,7,57,0.086765858625,0.065528777375,0.74046897875,-2.4445420685052315,-2.725265883589906,-2.6574914366204543
KK,7,58,0.19732311349999995,0.626011745,0.5347480975,-1.6229127238033199,-0.46838614607721163,0.515144739726817
KK,7,59,0.16365725175,0.65730104125,0.43617106749999995,-1.8099809664594328,-0.4196131595818059,0.6512897288961377
KK,7,60,0.157134444,0.166844739125,0.8516079887500001,-1.850653508866026,-1.7906916048482298,-1.608156338269966
KK,7,61,0.14381488937499998,0.52714223725,0.44519058375,-1.939228296809144,-0.6402848669520784,0.10867578176346099
KK,7,62,0.17896344912499998,0.24879701699999998,0.7942127249999998,-1.7205736888243877,-1.3911179077388272,-1.1050385276226247
KK,7,63,0.188830105,0.269796350375,0.79468203375,-1.6669075835330935,-1.3100878624497148,-0.9956560507935779
KK,7,64,0.294733988125,0.260957861875,0.7054812362499999,-1.2216820646195403,-1.3433963334484862,-1.0409959942557931
KK,7,65,0.23708652212499998,0.5280574650000001,0.7043337675000001,-1.4393301322122842,-0.6385501659707264,0.11234788271908629
KK,7,66,0.18347477812500002,0.192914911125,0.8147045162500001,-1.6956780698445608,-1.645506062291208,-1.4311798845275865
KK,7,67,0.08494075485,0.09554032787499998,0.52577234125,-2.465801267275186,-2.3482068392175437,-2.2477892782558837
KK,7,68,0.318070866,0.800558115125,0.28430752174999996,-1.145481071972519,-0.22244615064834622,1.3897862383258026
KK,7,69,0.29062283,0.8270065087499999,0.49152112125,-1.2357289693350586,-0.18994271367502724,1.5645585943494569
KK,7,70,0.1023359518375,0.221093863,0.18160895912500002,-2.2794942324018175,-1.5091679481751494,-1.2593032161480888
KK,7,71,0.29079530225,0.541491049,0.43928456250000003,-1.2351356880268494,-0.6134287426869475,0.1663467224337216
KK,7,72,0.24813404712500003,0.2541067115,0.57504558375,-1.3937861662406679,-1.3700009761752365,-1.0768282422587958
KK,7,73,0.240983222625,0.32174793274999997,0.42992331000000006,-1.4230279635786653,-1.1339868575459666,-0.7457505780156606
KK,7,74,0.21774113475,0.33203309599999997,0.6501140587500001,-1.524448377051914,-1.1025206282870543,-0.6990039767039937
KK,7,75,0.23082734025,0.5968895485,0.300096478,-1.4660852927416774,-0.5160231935939327,0.3925214877917274
KK,7,76,0.204866454875,0.38919766624999996,0.7060026987500001,-1.58539695175687,-0.9436679249626739,-0.45068604012649044
KK,7,77,0.21934803674999998,0.20672253162499998,0.858868545,-1.5170956017176958,-1.5763778118249252,-1.3447955903460282
KK,7,78,0.06538512475,0.16254495050000003,0.5349603449999999,-2.7274604966955383,-1.816800697002639,-1.6394130080405112
KK,7,79,0.39736904762499997,1.0025880911249998,0.200940214125,-0.9228898391021146,0.002584747784501646,
KK,7,80,0.445602111,0.8801270597125,0.192289841,-0.8083288529476093,-0.1276889958956136,1.9936339321994627
KK,7,81,0.18781750312499998,0.175216542875,0.8113021075,-1.6722845156723125,-1.7417326821348869,-1.5490982788223997
KK,7,82,0.2138308725,0.35032184875,0.7535965975000002,-1.5425698918447193,-1.0489029791850384,-0.6176247885413123
KK,7,83,0.2559773655,0.23944718937499998,0.6283754537499999,-1.362666254427126,-1.4294223900991168,-1.155712662384306
KK,7,84,0.06429295674999999,0.0970355705,0.59182531875,-2.7443051910632534,-2.3326776615134674,-2.2306055436995833
KK,7,85,0.087395268625,0.123964987,0.525530485,-2.4373141325113847,-2.0877561161522364,-1.9554068964858264
KK,7,86,0.127953392,0.145617107625,0.76825351125,-2.056089206372125,-1.9267746526973826,-1.7693988187513785
KK,7,87,0.11195906449999998,0.15360848075,0.7877637874999999,-2.1896219700325297,-1.873348246576613,-1.706575008858615
KK,7,88,0.221779627875,0.607863225,0.51381621625,-1.506071057359999,-0.4978053812045936,0.4383392030277223
KK,7,89,0.074522273375,0.0786520085,0.65582092875,-2.5966572268031793,-2.542722112613836,-2.4608046394568635
KK,7,90,0.19532353612500003,0.1146866705475,0.64558627875,-1.6330979356877613,-2.1655514730427794,-2.043737820988675
KK,7,91,0.142568061875,0.211376137,0.68340857125,-1.9479357661080101,-1.5541160927122182,-1.3166502946701342
KK,7,92,0.230205279625,0.390885901125,0.42017745000000006,-1.4687838480094852,-0.9393395745620033,-0.44358990021565403
KK,7,93,0.237802228125,0.13167869331249998,0.39885831375,-1.4363159250258695,-2.027390465306592,-1.8861970014839813
KK,7,94,0.25854053862500004,0.13696044925,0.83772115875,-1.352702774795172,-1.988063086439295,-1.840768326864728
KK,7,95,0.266380857125,0.17917731625000002,0.8017757775,-1.3228282005366758,-1.7193793698800042,-1.5219312010801618
KK,7,96,0.25133763225000005,0.37977204587499996,0.7342883175,-1.3809580953455989,-0.9681840855375835,-0.4905158849648362
KK,7,97,0.28806778074999995,0.13140708234874998,0.32635104374999996,-1.2445594767102284,-2.0294552752307857,-1.8885745625644013
KK,7,98,0.24604345074999998,0.58260734175,0.454710745,-1.4022471295818104,-0.5402418328369245,0.333486040899737
KK,7,99,0.270791536,0.22790317275,0.75249815,-1.306405993971625,-1.4788344211512303,-1.2201891082279135
KK,7,100,0.20526513349999997,0.226441991,0.85354856875,-1.5834528013335676,-1.4852664772361872,-1.228511860930264
KK,7,101,0.26996093275,0.163041323,0.6788467262500001,-1.309478023971398,-1.8137515949675345,-1.6357710148857456
KK,7,102,0.045728202600000004,0.16619306475,0.3056281375,-3.0850400466986585,-1.7946051257707907,-1.6128517298428793
KK,7,103,0.17429557812500002,1.0477304487499999,0.3295067295,-1.7470026961124494,0.046626347424649425,
KK,7,104,0.11009141750000001,0.11653561074999999,0.6612109275,-2.2064441901538507,-2.1495583810106305,-2.0256540865243045
KK,7,105,0.4529547477375,0.205028778865,0.43571598500000003,-0.7919630531081081,-1.5846049249894227,-1.355155560176199
KK,7,106,0.317266851125,0.578740530375,0.49351330875000005,-1.1480120575650026,-0.5469010359185794,0.31760528182769504
KK,7,107,0.08754475499999997,0.10937456712500002,0.48968903499999994,-2.4356051306685136,-2.212976892026476,-2.0971455625363236
KK,7,108,0.532960688125,0.8988432250036751,0.12309126799999999,-0.6293076133994294,-0.1066466479229411,2.1844370899917442
KK,7,109,0.07844658325000001,0.14043709212499997,0.46365593125,-2.545337353970175,-1.962995633357674,-1.8116643677650022
KK,7,110,0.0574632095125,0.05335971177499999,0.6765567450000001,-2.856610370525541,-2.930699278907348,-2.875863177473073
KK,7,111,0.18329551112499998,0.2929723275,0.6876564462499999,-1.6966556136616575,-1.227677119817808,-0.8809916467017673
KK,7,112,0.0927038495,0.6700464062499999,0.40198642837500004,-2.3783452808431838,-0.40040830593599896,0.7083949534742343
KK,7,113,0.08751990750000001,0.064716145125,0.72055791875,-2.435888997210304,-2.737744570351296,-2.670839362685907
KK,7,114,0.186528518375,0.310049182625,0.47847910125,-1.6791711380494763,-1.171024340458069,-0.7998893773600898
KK,7,115,0.244174854125,0.43059716412499993,0.38469602125,-1.409870695068658,-0.842582279942117,-0.27941515625340446
KK,7,116,0.133700183875,0.104502215125,0.7687886125,-2.0121554195947065,-2.2585470104335115,-2.148171479330991
KK,7,117,0.161511667125,0.4300700075,0.79242602875,-1.8231778966687102,-0.8438072754068009,-0.28156552953480557
KK,7,118,0.391227306375,0.553144143625,0.45275907375,-0.9384665416854053,-0.5921366538753506,0.2133825514572443
KK,7,119,0.21239324162499998,0.44506066000000005,0.3509341550000001,-1.5493158092119286,-0.8095446914991469,-0.22064822299276227
KK,7,120,0.142064865375,0.147487689,0.56644517875,-1.951471527266018,-1.9140105710923896,-1.754442942219372
KK,7,121,0.1145574882875,0.04276170118249999,0.6972610387499999,-2.1666785008748546,-3.1521124091802832,-3.108409496733125
KK,14,0,0.49104513307625,0.15952787040375,0.1792404075,-0.7112192346865075,-1.8355366359481398,-1.6617451499504945
KK,14,1,0.039129929247124995,1.33833016375,0.274365003,-3.240867650910569,0.2914226904214597,
KK,14,2,0.146540011125,0.215022094375,0.76488096875,-1.9204567743324839,-1.5370144915995037,-1.2949147843030404
KK,14,3,0.21298923774999998,0.19718989762500003,0.7358252375000001,-1.5465136415445488,-1.6235880672080063,-1.4039509889938877
KK,14,4,0.0812140645,0.087891959875,0.63685804625,-2.510666838685222,-2.431646947473412,-2.3396501165985186
KK,14,5,0.32781773099999995,0.246494390875,0.52365367125,-1.1152975232261775,-1.4004160408292867,-1.1173972239802197
