genotype,day,fly_id,chamber_id,fly_id_64,var,exp_name,date,flies_remaining,jumpdata
GD,14,21,23,21,1,1917mb,2024-03-12,28,000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000100000000000000000000000000000000000100000000000010000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000001000000000000000000100000000000110000000000000000000000000000000000000010000000000000100000000000000000000100000000000000000000000001000000010000000000000000000000000000000000000000000000000000000010000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000001000000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000001000010000000000000000000000
GD,14,22,24,22,1,1917mb,2024-03-12,28,011000001001000000000001000000000000000010011000000000000000000000010100000000000000001011000000010010000000010010000100000000000100000010000100000000000000000000000000000000000000000101100100000010001000001111001000000001000000000000100000000000000000000011000011000000000000000101011000110000000101010000000000000000000000001000001110000100000000000000110000001010010100000010000000000000110100110100000000000001000000001011000000010000000000000110000001000001100000000100100100011000000000000000011000000000000000000011001000000000110000001001000100000100000001000000000000010000001000000000000000011100011001110010000000000000000000100110100110010000100100000101000000000000010000100000110000010000000100000000000000010010001100000001000010000000000000000100010000000000000000010000100010000000101010110001000000000100001110000010001000000000000000000000000000000100000000000000001000000000000000100000000000000000000000010000000001000001100000100000001000001000010000010010001000101000000000000011011011010101001010101111101101000110001011100111
GD,14,24,18,24,1,1917mb,2024-03-12,28,100100000010000001011000000000000010001000010000001000000010000000000001000001001000000000000000000000100000001000001000000000010000001001000000000101000000000000011000000000010000001100000010010000001100111010000000010000101010000100000000000000000000000000000101010000000000000000000010000000000000100000010001000000100010000010000000000000010000000000000000100000000000000001000010000000000001000011000000001000000001001100100000011000001000110010010100100000100000010000000000000000000100000001000000100000001001010000010001100000000001101000100100000000000100000000110000000000010010000000000101000010000000110100000000000000001000000000100000000000000100001000000000000010000000000100001000010101000010000100000010000011000000000000000000000000101000010011001000000000000000000010010000101000100110001001100000000000000001001100000010000010000000000000000000001000000100000001011000100000000100000100000010011000000000000000000000000000000000100000000001000000001100010000000000000000001000000000010001110111101010000000000000000010111111110000
GD,14,27,29,27,1,1917mb,2024-03-12,28,011010111001011011010010100010100000001000000010001100110100100001010001011010010001011000011101110011001010101000001000000101000100000111000000110010000010001111011111100110001010010001000011000110000101110000101000101110101110001010100000000010000000000100000001100001111001111000000011000000000110111100110010010100100100011110110100101010001010000011011010000010011000000000000011000011100000010111111001000001101100010000011001000001001000000000010100000000101000110000101100010001010101111010001000111111101001010010001000000000011010100110001110000101111000110010010000010100011001000101001000100111011100110101010111100111100100001110001011101001001000100010100101011100010101001000000001010110110001001000011001011100001111000010111011011000100010111100111100011001010011000100111011010101000100011100011110010110100010011011111011101111110001110111100001011100000000100110010001010011101001000110010000000100111001101110001111101110000111000001011110001111101001010000001000010001101111010111111010100011111011011101011111011110101110111110
GD,14,29,31,29,1,1917mb,2024-03-12,28,011010000000000100010000000000001100000100100100110000000000001100000000000010000000000000000000000000000000001110000000000000000000010000000000000000101000010000000011010000100000000000000110000000000011000000000000001000000000000000010000000000010000100001001000000000100000000011001000000000000001000000000010000000000011100000010010110000000010001001101010010001101000010000010100100101101010010001110010000000001001000111000000000001000001010010001010000001000001000100000010000000000011000000000010000000001000000000000000001100011000001100000000000000000000100000000000010000000000000000010000001110000000000101000000100000000100000001010000100000110000000000010000000010000000000101010000000000000000000010000010000000000000001000000000010101000000000000000010001001001000000000000000000010000010001000000010000000001000000000000000000100001000000100001010001000000000100000000100000000000000000000000010100011000000000000000001000000000001010000000010000000000000000000000010000001000100000011111010010010000000000010100010110011000011000000
GD,14,30,32,30,1,1917mb,2024-03-12,28,110101111111101101100110111011111110101011011101101001000001111111011001101111001011101011010011110111100100101001010101010100110001101101000101110111101101001101101010001010101100110001110000011001011111101111110010111111101111111000101100101100101110001110111010110011101101010110001111001001001101000101000000010011000010101010100010100001000111001101101110001001010011010001100100000000000100011011111101101011111101011010000101000101000001100000001101110011010100101001000101100100001111100100010100011000100011010011010001111011110001111000001010110010100000110101110110000001000001101110110011111110101100001101110100000101111111000110111100100110111100011100010000100111111000011100111010110010101000100010011110101110110111110001111000111111010001101000000001110010000000011110110111100110101110010111111101010001001000001111000110110111001101100001100001110011110111010010111011010011001011110000000010010000110000101100101101100000000110100001010010101111110000111100000000010000101011010011111111111111110111101110011000110110111110111111
GD,14,31,25,31,1,1917mb,2024-03-12,28,100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000
GD,14,32,26,32,1,1917mb,2024-03-12,28,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000001101010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000
GD,14,33,3,33,1,1923mb,2024-03-12,30,000001001011100100101010001000101011101010100000100000100000000000000010011011011111000001000010000001000000111010001001000011110001100110011011001000001001000001001011110001000000010100000000011000101110110100000001111110001001010111110011000100101111000001101010101101000000110000001001000000010111001000111011000000011011001111000111000100101110000010000000100100101000100100100101011000010010001101110010110100001000000101000000000000101000001101000100000101100000001000100110000100100000110000001000110100101011010001010000000000100110000000000000000101000000010111001010100001101000010101011100101111011100110101101001010011000000000001000011010111111100001010001010100101111000010000000000000100000101110100000010000000001100011101110110000010101010000000011000100010000010110110000001000100101011001011011000001000010110000000000000000000001110000001001010110100110111011101011000010011001111000100000010010000111000000001000100101100000101111000001000000000000000000001000000100110100001110011101100101001100000110100001111110010101001001001
GD,14,34,4,34,1,1923mb,2024-03-12,30,111100101100110111010111111010100100010010000101010110011101100010010010000010000010100100001101100000101000010100001100011000101100100011100101000010000100000110000000110100000000010011101000001101000110011110110100100011000000110011010001001010100001011110100101011001000001000010000000011111100101011000101111000000010000000000110000000000001000101001000000000110011010111001101000000010000000001101100000000000000011100000100000000001100011111001011110000010100010000010000001000100011100000000000000101000010100101010100000001010101010000010010000000100000110001000100000001101000100101001000000001010110100111111101000010010000001111010010000000001010000000110010010110000011011011010000000001001111111100010100101111000000000011000000000100000000010001000000000000000000000000000100110011100011010010011100100000000100000010000000000011100010100001000100010000010110110111010000001011100010101001000000000000000001000011001000000000110100000010000100010000011000100100100000000000000001000000000010111101001111111011110001011011101110000000000
GD,14,35,5,35,1,1923mb,2024-03-12,30,110011010010000001010101110100010111010000000001010101000101010101001001000000100000000010001011001011101100010010100000001100000000100101100000001000000001000000101011000000010100000000000001000100001011100101100001010000100101000101011111000110000100001000011110100000000010000010100000000000000000000000001000100000000100000010101101011001000000000001001000000110011000000000101000001001011001000000101101000110100011001001000001101100011010011101010010101001000101010010010000001010100001000010110000100000010001000000101010000000100100000100100000000000001100100000010011000010000000000000000000111011101100010111110100000101101010100100001000111101100110100100010010001010101010101010100000001010100101011000000100101001010101000100001111010001010110101110000000000101001000000010000010100000011111101011011111111110000001010111010110010100111011111010101010000101110101000101010101100001000010100001000000011000010001010100100001000001011000011001000010100001100000001000100101000000000000001010111111111101001111101101101111101110111111111111
GD,14,37,7,37,1,1923mb,2024-03-12,30,011110010000111000011110101011001010100110111001000001111100000111001011001000011001101110110011010001111011001010000000001100000100110001001011011001010000101000101011001001100000001010000110011111000011000101111110000000100100110101011000111000100000100000101000010110010000000000001011100100001011010100011101001110000000010011001000100001000000010011011000100100001110100000010100101000101001011001111100110110111101100100010101111001001100001110010101000000000110000010101000011101000010100111110100000101111000000000000100000111100001010010000000111010000001101000001000001011010011100101011010111101011111110010001010000000011001001000011010000001000101100000000101011110101110010110001010000011000100110011110100000001001100000110000010000100110110000000111010000000000111011000111000000000111001000011010110110001111100101000100110000000100000111101100000101001011010010010101111100000000101001010100000100000000000000001001001010010000000000001000110100100101011011111001010010110101111000011101011111110001111100001111101110101100001010110
GD,14,38,8,38,1,1923mb,2024-03-12,30,101100001111011000101010001011001010100101000010011011001001111110001000010001001010000000101101011110100010011110000000111010001100101001001110110101010010111101011001001000101000000000000000000000000011011110011010100010000101010100010010001010101100010010000000110000101000110111010110001001101001000000000000000000101100000101100001010000011010010010100100001001011111110101010000100011001100101111001001000000100100010000001111110101010010010011001111010100010111000000101000010111000100010000010000001000110011001001001000101001011001010000110011010110000100101010000101000011011010011100100101101111111111101010010101110101010100010101011111101010101010010011111000100100010100001001010110110000000010000001011000000000000000000000000010000010100000010111100000001110101000001001001100010101101101001001000000000100000110101101000010001101010101001000100011010001110000010100010001010001110110110000010000101101100110100101010001010111000010011100000010001101101111000001100010110100000000000011100110011111111101111101111011111110111011101111
GD,14,39,1,39,1,1923mb,2024-03-12,30,011011110100000000000000000000000000000000000000000010111100100010110110000000010000100001011000011010010000000001010110000001000100001100000000000100000000000010101000111010000101000010101011011100000101010010001101011100000001001001001000000000000000000000110000000000000010000000000010000000000000000001000110000010100100000110010000100001001001010000001010000000000011001010000000000000001000000111100100000110010011110110001000000000000000000000001101010000000100000101101010100000011000000011101000000000000000000010010000000000000000000000011001100010000001001110000001000100000010000010001000111101001100000001000000001100000100000011101010000100000000000000000000000010000000000000000000000110101000111010010000000000000000000110001010101110000000000100000000000000000000000000001110010100001011110110110110000010000000000000100000000000101011001100010110111110011011000000000000010010000001001010000000111010001000000000000001110000000000110000000010101101000000100000100000000000000000000010000001101010111101010101101111011001001110001101
GD,14,40,2,40,1,1923mb,2024-03-12,30,001000000001000000100010000010000110000010101101000010000000001000000001100110100100000001000000101010101001000100110011000000010000000100000000000001000000100010000000000010100100000000011001111010001000101100001101001000001010010010000011010000001000000000000100100000111000010010010100100100000000100000000000010100100100010001000000011000010000100001100010000010101010000000001010001000110100000011001000000000010000001001101000000100010110000000101000000001000100100001000011110100010000000000010010000100001000000000000000011000000000010000100000000001001110111001100000110000000001011110010110110111000111001011011001001010000000000100001000000000000000000100000001000100101000000000001100000000000101011101010000000000010000000000100011100110000100100010000000001001111010100000000000010000000101001000000101010001011010000001000000000100011001000011100010000000000000000110010001000100001000000000010000001001000010000000000001000000100110000000000000110000000001000000010001000000000000100000100100010101001000001100110101100101100000000001
GD,14,41,11,41,1,1923mb,2024-03-12,30,111110111011011011001110010010111111011111101011000110001110000000010111110011001110011110100000000000010000010010110001110100010101001011111001111000100111000010101100000000010101110000010110000000101111111111000000000000111010110010011100001000000001001110000000000010011001000101110000000001000100111111100000000000010000100000000000000000011001011110010001110101110001000100101110000001000010111111110110111101110111010000000000000010111110011000101110110110110010001101111000000001010011111111110000000000000000000011111011000010011111011111011001000100111000000000111111111101101001000000110010011110101011110110111010111110010100000000010011000010000001111100000000001011110010111000001011110100111110110011110000010110000010101001010011001011001011101111110111111110010100000111111000000000111011110110111101110110111011110110100000101111100111000000101001001010000000000001001010111000000101110000000001000000010011011110101011010011111010101001010100111011001001101110001101000100000000010011011111111111111111111010001111111101111001100011
GD,14,42,12,42,1,1923mb,2024-03-12,30,110011101000000000100000011000000000000000000000000100100000001000000000000001000001000000000101000001000000000000000000000000000000000000000000000000000000000000000000000000100000001000100000000000001001000001000000100000000000010000100000000000000000000010100101000000000000000000010000000001011110000000000001000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000001000001001000001000000000000010000000000000100000000000000000000000000000000000000001011000000010000010000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000111010110011000000000000000000000000000000010001000000000000000000000100000001010000100000000000000100000000001000000000000000000101000000000000100000001000000000001000000000010000000000000000100100011000010000100001000010010010100001000000000000001001000000000000000000000010000001000000000000000000000000000000001000000100010000000000000000000010000000010101011100000001000000000000010000001110100000101010010101010110010101000001100011100001000001
GD,14,43,13,43,1,1923mb,2024-03-12,30,000000110000010000000000000000001000000101000010000000000000100000001100001000000000000001000000000000000000011000000001100000000010100110101000000100110100000000000000100000000100000000001000000001001001101000000010010000001000000000000000010000111001010010000000000000100010101000000000010000100100000000010000010010100100000000000001000000000010100100000010001010001100000000001110000100000000001000100000000000000010000000000000100000000000110000010001000101000000100000000000010010000000000000000001000010000101010000000010000101000000010000000000001000001101000000100001101100000000000000000000010011001000111000100000010000100000001000000001000000010100000100000000000000000000100000000001000110000100000001000000100100000010001000000010000000000001000000000010100000011010010000000000000000011011101000000000010000000010000000010000001000001000001001001100100000000000000101000000001111000010000000000000000100001000000100000000000000100100000000000001000000000010001000000010001101000010000011100111110001101011111101001110011100110000000101
GD,14,44,14,44,1,1923mb,2024-03-12,30,111011110101101101111101110111000100100001110001101010000111010110100010000011000011110110000100100101100001001000110010010111110011100010001010010101000100000010101010001000011001110000111001001010001111001000001001100101001101011100100000110011000010001100101111110110010000011111101010110100011001010001001110000010001110001001001010111111111011011011111110111100001011000110111000000000110001101110111010000010100110110111110110101001111100000111001111101001001110101100000101101000111010011010000110110111110111010100010010110111010000001110100110000000011111010101001001000000000100010001100111011101111101010011111100101111111110110111010011111010110110110010111111001110111010010101111110110000100001111100010111011111010010101001101011101110111111011010100000111100100010001101011011010000101100010010111001101110100010110111000010101001010011000000111000000010101011101100001101100000110001000010100111011101011000100010000101101100111111010100001010011010100011110000001011000000010101000010000111111111111010011111101001001000111011111111
